SK_ID_BUREAU,MONTHS_BALANCE,STATUS
4187,-53,Active
7080,-49,Bad debt
10199,-8,Closed
14760,-9,Bad debt
8432,-55,Closed
9509,-31,Active
8502,-50,Bad debt
10154,-18,Bad debt
11891,-47,Closed
12826,-14,Active
11335,-60,Bad debt
12235,-46,Closed
2377,-38,Closed
10370,-11,Bad debt
2098,-28,Closed
14405,-50,Bad debt
9160,-54,Active
927,-54,Closed
3204,-37,Closed
7889,-40,Unknown
9647,-7,Closed
14485,-48,Closed
5373,-48,Closed
11090,-1,Bad debt
10527,-55,Active
11402,-29,Unknown
10756,-19,Unknown
13456,-28,Bad debt
11340,-1,Closed
7795,-46,Unknown
12821,-56,Active
8177,-15,Active
3306,-34,Unknown
7983,-24,Unknown
8572,-25,Bad debt
13451,-12,Bad debt
5936,-53,Bad debt
3865,-27,Bad debt
11848,-31,Bad debt
11871,-23,Closed
5704,-38,Closed
5826,-41,Unknown
4171,-4,Unknown
10873,-48,Active
2395,-7,Active
5271,-60,Unknown
14369,-2,Active
3532,-53,Unknown
2539,-16,Closed
9253,-24,Closed
6421,-1,Active
13319,-37,Unknown
1257,-31,Active
7974,-32,Bad debt
112,-38,Active
8876,-50,Active
5687,-32,Closed
3788,-53,Active
11323,-21,Unknown
503,-17,Active
6528,-36,Bad debt
2631,-18,Bad debt
2300,-30,Closed
10190,-33,Bad debt
4619,-25,Bad debt
1625,-45,Unknown
9588,-56,Unknown
2221,-51,Unknown
14439,-11,Active
11259,-59,Closed
3273,-43,Closed
1492,-21,Closed
9952,-5,Closed
7992,-43,Unknown
5606,-6,Active
4784,-20,Active
10162,-40,Active
4601,-41,Active
10529,-19,Unknown
2684,-9,Active
10609,-2,Closed
3893,-16,Bad debt
8445,-16,Closed
10376,-47,Closed
3158,-7,Closed
13316,-40,Closed
6267,-33,Closed
10938,-44,Unknown
236,-52,Active
10704,-3,Unknown
1890,-60,Closed
12232,-49,Closed
382,-58,Bad debt
6732,-46,Bad debt
9953,-12,Bad debt
7809,-54,Bad debt
5619,-23,Closed
1009,-25,Unknown
163,-37,Bad debt
13941,-43,Unknown
12391,-25,Bad debt
2885,-47,Unknown
10026,-6,Active
11033,-47,Closed
993,-59,Closed
14746,-58,Active
4093,-23,Bad debt
10531,-40,Bad debt
6684,-32,Active
14468,-4,Bad debt
9341,-31,Bad debt
9397,-10,Active
8188,-40,Active
8711,-33,Unknown
9474,-50,Closed
12372,-35,Bad debt
2385,-37,Unknown
8017,-32,Unknown
6590,-27,Unknown
4027,-52,Unknown
12743,-53,Closed
2659,-25,Closed
4979,-18,Active
5753,-28,Active
9972,-57,Active
4584,-32,Bad debt
10381,-58,Bad debt
14435,-5,Bad debt
11007,-2,Active
11568,-39,Closed
13808,-26,Bad debt
7070,-40,Active
13146,-39,Bad debt
13742,-50,Active
7854,-3,Closed
6783,-6,Unknown
13360,-14,Bad debt
8438,-33,Closed
5581,-37,Closed
1170,-53,Active
943,-52,Closed
8112,-41,Closed
10993,-36,Closed
7352,-41,Active
6773,-12,Bad debt
10266,-40,Active
11906,-37,Bad debt
1138,-16,Bad debt
11686,-18,Closed
13807,-32,Unknown
11709,-46,Active
411,-48,Bad debt
8996,-26,Closed
3889,-53,Closed
11842,-34,Unknown
14898,-36,Closed
2101,-4,Closed
5980,-20,Active
3008,-44,Bad debt
9167,-15,Active
449,-1,Closed
9348,-59,Bad debt
936,-8,Closed
14232,-26,Unknown
7500,-60,Active
2251,-57,Closed
4793,-9,Closed
11895,-17,Bad debt
2912,-32,Bad debt
2619,-40,Closed
6802,-5,Bad debt
11204,-16,Closed
2290,-28,Bad debt
10172,-46,Active
618,-6,Active
6369,-47,Bad debt
12682,-38,Active
6737,-50,Unknown
6274,-50,Active
10973,-39,Unknown
14916,-13,Closed
14179,-58,Active
7168,-56,Unknown
14704,-22,Bad debt
763,-10,Unknown
7789,-42,Active
11398,-6,Active
11055,-22,Bad debt
10204,-42,Closed
10055,-3,Unknown
10023,-39,Bad debt
11365,-57,Closed
14076,-48,Bad debt
8930,-20,Unknown
12617,-43,Closed
4453,-51,Bad debt
14401,-48,Active
146,-50,Bad debt
2126,-31,Closed
6871,-48,Unknown
9227,-53,Bad debt
3191,-33,Unknown
4468,-7,Bad debt
485,-56,Unknown
9535,-36,Closed
3016,-7,Closed
10386,-13,Bad debt
6246,-55,Unknown
14309,-57,Bad debt
8224,-31,Closed
12938,-42,Bad debt
6553,-45,Bad debt
5700,-2,Closed
4271,-43,Bad debt
5592,-22,Closed
9295,-15,Unknown
6486,-50,Unknown
7853,-30,Bad debt
2239,-2,Active
6492,-20,Unknown
10417,-3,Active
6590,-47,Unknown
3137,-9,Closed
9498,-55,Bad debt
12967,-47,Unknown
6039,-22,Active
7202,-56,Bad debt
4297,-16,Closed
5438,-21,Active
2058,-8,Closed
1626,-47,Bad debt
6676,-18,Unknown
11060,-50,Bad debt
9733,-34,Bad debt
9174,-8,Closed
8619,-53,Bad debt
8468,-15,Bad debt
5233,-24,Bad debt
2354,-28,Closed
11935,-24,Closed
13562,-30,Unknown
4420,-14,Active
1756,-31,Unknown
1188,-55,Closed
8950,-49,Active
5661,-33,Active
11932,-15,Closed
2555,-43,Unknown
9833,-3,Unknown
4102,-56,Unknown
10714,-19,Unknown
10816,-21,Unknown
696,-26,Bad debt
4762,-31,Bad debt
9424,-58,Closed
15,-17,Bad debt
1931,-55,Bad debt
13481,-54,Bad debt
14594,-49,Closed
1600,-32,Closed
8522,-38,Bad debt
11837,-7,Closed
7987,-36,Closed
6326,-37,Bad debt
2944,-56,Unknown
11201,-15,Unknown
8735,-30,Bad debt
486,-58,Bad debt
3338,-49,Closed
694,-19,Bad debt
87,-18,Unknown
10787,-54,Active
8627,-30,Active
6546,-7,Bad debt
7851,-25,Closed
13363,-35,Unknown
7427,-34,Bad debt
10813,-56,Bad debt
10504,-3,Bad debt
14635,-49,Bad debt
7560,-57,Unknown
10219,-25,Bad debt
14968,-13,Active
1283,-51,Bad debt
298,-56,Active
3328,-39,Unknown
1711,-37,Active
852,-44,Closed
4374,-38,Unknown
13828,-60,Bad debt
9452,-26,Closed
6030,-4,Active
4999,-23,Bad debt
10458,-39,Bad debt
9303,-24,Unknown
7805,-29,Unknown
9187,-25,Closed
31,-11,Active
13805,-55,Unknown
6440,-28,Bad debt
10676,-60,Active
8266,-17,Closed
9513,-11,Bad debt
8784,-12,Unknown
10488,-60,Bad debt
12603,-32,Active
14572,-29,Unknown
8938,-20,Bad debt
710,-34,Unknown
12223,-12,Closed
9699,-39,Closed
7151,-42,Bad debt
5742,-56,Active
12410,-14,Bad debt
5003,-45,Unknown
885,-23,Bad debt
8129,-7,Active
11381,-16,Closed
9518,-44,Closed
8175,-30,Active
12311,-23,Active
1272,-30,Unknown
1374,-26,Bad debt
14183,-48,Active
2414,-39,Closed
7508,-6,Unknown
14710,-16,Unknown
13133,-55,Active
6773,-38,Active
8643,-28,Unknown
81,-25,Active
9745,-52,Unknown
14437,-13,Unknown
11861,-3,Bad debt
12146,-60,Active
75,-20,Closed
10352,-35,Bad debt
3624,-27,Unknown
1543,-36,Bad debt
10891,-47,Bad debt
12445,-29,Closed
5704,-33,Bad debt
5613,-53,Unknown
14816,-48,Active
863,-28,Closed
756,-45,Bad debt
12047,-48,Unknown
2929,-2,Bad debt
6612,-37,Closed
4010,-42,Active
9111,-21,Closed
8572,-2,Active
7342,-12,Unknown
5105,-1,Unknown
13484,-38,Active
2977,-57,Closed
8152,-54,Bad debt
8616,-19,Unknown
14444,-22,Active
8653,-3,Unknown
5910,-7,Unknown
6424,-10,Unknown
10279,-35,Unknown
11187,-6,Bad debt
10598,-24,Closed
1087,-49,Active
8298,-26,Closed
14514,-47,Bad debt
13752,-5,Active
6068,-52,Closed
5445,-1,Active
5172,-2,Unknown
2024,-34,Closed
11557,-32,Active
13790,-25,Unknown
7019,-57,Bad debt
730,-56,Bad debt
4052,-22,Active
5742,-52,Active
14366,-40,Active
10475,-45,Unknown
11661,-42,Active
4747,-52,Active
2778,-44,Bad debt
9327,-55,Active
1203,-4,Closed
14674,-44,Unknown
11298,-7,Active
5432,-4,Closed
3865,-36,Closed
1484,-2,Bad debt
3821,-42,Bad debt
1790,-52,Unknown
4124,-8,Active
4236,-9,Closed
12187,-4,Unknown
14145,-37,Unknown
5846,-59,Active
6740,-38,Closed
13075,-47,Bad debt
2577,-40,Closed
6149,-13,Bad debt
9610,-23,Closed
1974,-51,Unknown
11510,-20,Closed
9453,-15,Closed
2022,-7,Bad debt
12144,-3,Unknown
1217,-7,Active
5457,-40,Closed
886,-18,Bad debt
2779,-5,Bad debt
3796,-37,Unknown
14198,-53,Bad debt
13358,-9,Bad debt
13205,-7,Closed
8931,-31,Active
10047,-1,Active
14607,-60,Unknown
13536,-35,Unknown
3895,-30,Closed
610,-42,Unknown
9944,-27,Closed
11095,-10,Bad debt
4295,-43,Active
5250,-5,Active
4803,-4,Bad debt
13806,-58,Unknown
8453,-53,Active
7626,-39,Active
12724,-44,Bad debt
7135,-44,Bad debt
6757,-52,Active
13384,-2,Active
7636,-2,Bad debt
2176,-9,Bad debt
6110,-12,Active
3474,-15,Unknown
4787,-9,Active
13890,-43,Active
12414,-31,Unknown
3421,-47,Bad debt
6115,-21,Unknown
4151,-36,Bad debt
7186,-46,Closed
10619,-16,Unknown
12437,-25,Bad debt
10184,-53,Unknown
4894,-36,Closed
11710,-14,Active
4288,-22,Closed
7837,-25,Unknown
3166,-47,Closed
9980,-26,Closed
11684,-17,Active
5947,-20,Closed
14599,-32,Bad debt
6947,-29,Unknown
14212,-5,Unknown
423,-44,Closed
6812,-55,Unknown
1165,-27,Bad debt
11542,-2,Active
10768,-21,Unknown
3607,-43,Bad debt
1350,-38,Active
1477,-10,Closed
12381,-50,Unknown
12535,-13,Active
2397,-47,Bad debt
2076,-4,Bad debt
8453,-52,Closed
13943,-36,Bad debt
3317,-45,Bad debt
4581,-21,Closed
13319,-53,Unknown
9138,-36,Bad debt
478,-34,Unknown
2586,-41,Active
13367,-33,Closed
6588,-19,Closed
11327,-48,Unknown
7611,-37,Active
6829,-57,Bad debt
8822,-35,Closed
9955,-14,Active
8533,-32,Bad debt
597,-1,Bad debt
10977,-39,Closed
8688,-20,Unknown
11371,-6,Bad debt
3988,-21,Unknown
2160,-3,Unknown
1645,-31,Active
921,-4,Unknown
8050,-51,Unknown
361,-10,Bad debt
2877,-5,Active
4760,-30,Closed
14892,-38,Bad debt
14608,-1,Closed
5332,-53,Unknown
5395,-19,Bad debt
14010,-60,Closed
12526,-39,Closed
10307,-20,Unknown
3177,-11,Unknown
8472,-5,Bad debt
8836,-29,Closed
12678,-44,Bad debt
2483,-36,Unknown
10585,-32,Active
10094,-59,Unknown
8760,-32,Unknown
9567,-30,Active
9374,-14,Closed
11090,-10,Bad debt
1016,-47,Closed
9351,-19,Active
8101,-56,Closed
2043,-56,Bad debt
2713,-58,Bad debt
7031,-42,Unknown
3907,-34,Bad debt
8474,-54,Active
5510,-32,Bad debt
6711,-11,Unknown
5516,-44,Unknown
6031,-2,Closed
3556,-51,Active
14534,-27,Unknown
3888,-58,Bad debt
14897,-26,Unknown
515,-9,Closed
4857,-33,Closed
1913,-51,Bad debt
8715,-23,Bad debt
75,-1,Closed
5024,-4,Closed
5795,-22,Active
8621,-47,Active
5095,-27,Unknown
11053,-32,Unknown
3148,-57,Closed
2832,-13,Active
2884,-49,Bad debt
5963,-41,Closed
2746,-56,Closed
7237,-53,Active
14414,-44,Unknown
822,-5,Unknown
13079,-4,Active
3325,-53,Unknown
2628,-16,Unknown
8163,-16,Unknown
591,-5,Closed
5762,-21,Unknown
5479,-58,Closed
465,-33,Closed
14879,-2,Unknown
4612,-60,Closed
11152,-21,Closed
4235,-59,Bad debt
14700,-35,Bad debt
10860,-52,Unknown
4660,-30,Unknown
12482,-3,Unknown
5953,-2,Unknown
5625,-31,Unknown
12257,-16,Unknown
13913,-46,Closed
12524,-34,Bad debt
1427,-12,Closed
2553,-9,Bad debt
8160,-50,Unknown
11986,-59,Active
12881,-45,Closed
5355,-11,Bad debt
9680,-16,Bad debt
14115,-19,Unknown
9622,-56,Active
2417,-41,Unknown
13055,-10,Active
5205,-40,Closed
12162,-47,Closed
10296,-35,Bad debt
759,-10,Active
13541,-6,Bad debt
6474,-56,Unknown
6144,-55,Unknown
1416,-33,Bad debt
9004,-21,Bad debt
2330,-27,Closed
1414,-51,Closed
10934,-52,Unknown
4503,-46,Closed
7343,-18,Unknown
4435,-4,Bad debt
6838,-55,Closed
7398,-16,Closed
7837,-19,Active
1923,-25,Unknown
14363,-30,Closed
11564,-38,Bad debt
13232,-20,Active
2148,-50,Unknown
11463,-43,Active
8734,-18,Unknown
1104,-53,Closed
5473,-51,Bad debt
7178,-25,Bad debt
1032,-43,Closed
9965,-31,Closed
4204,-19,Bad debt
14602,-28,Bad debt
14979,-22,Active
6573,-50,Bad debt
7172,-54,Unknown
10259,-59,Bad debt
9137,-41,Closed
8591,-35,Bad debt
12379,-37,Active
14893,-32,Active
3927,-14,Unknown
9270,-52,Closed
12804,-19,Unknown
13162,-43,Unknown
8849,-8,Bad debt
9666,-42,Unknown
5665,-8,Active
8177,-51,Unknown
88,-59,Unknown
2404,-58,Active
4842,-6,Unknown
13627,-26,Closed
5014,-7,Unknown
5836,-60,Unknown
13114,-1,Closed
9714,-7,Bad debt
14834,-28,Bad debt
6614,-49,Closed
1765,-49,Closed
11367,-32,Unknown
1313,-54,Unknown
10798,-50,Active
8187,-40,Unknown
2350,-56,Unknown
747,-33,Unknown
6532,-51,Unknown
13647,-22,Bad debt
2411,-16,Unknown
6840,-51,Closed
5991,-22,Closed
11321,-38,Unknown
11864,-46,Closed
8585,-5,Bad debt
1827,-7,Unknown
12553,-23,Closed
9160,-12,Active
7898,-49,Bad debt
14280,-49,Bad debt
658,-26,Bad debt
1441,-28,Closed
540,-30,Unknown
8579,-32,Bad debt
10355,-39,Closed
6938,-52,Closed
2354,-55,Closed
9087,-19,Closed
5219,-16,Unknown
914,-6,Closed
13203,-49,Active
13638,-52,Closed
13314,-40,Closed
11857,-6,Active
8159,-24,Active
12580,-34,Unknown
6776,-40,Active
3008,-26,Bad debt
11854,-30,Unknown
3217,-45,Closed
13150,-18,Unknown
7308,-43,Closed
7628,-19,Closed
3936,-25,Active
10296,-13,Active
13215,-16,Unknown
5542,-57,Unknown
6883,-17,Bad debt
67,-16,Bad debt
12225,-26,Unknown
3950,-55,Unknown
5293,-2,Active
10915,-41,Unknown
4070,-9,Bad debt
1485,-57,Unknown
4349,-46,Bad debt
3753,-46,Active
7737,-27,Closed
9288,-18,Active
10691,-50,Unknown
11883,-40,Closed
4517,-15,Active
14219,-50,Bad debt
9480,-47,Unknown
3904,-14,Closed
3241,-26,Closed
5821,-21,Bad debt
4108,-39,Unknown
9666,-45,Closed
8411,-60,Closed
4773,-30,Bad debt
12181,-33,Closed
2854,-46,Closed
5386,-21,Active
12867,-14,Active
3571,-28,Unknown
13823,-28,Active
2171,-44,Closed
5230,-48,Closed
11255,-56,Bad debt
6906,-13,Unknown
9396,-47,Unknown
453,-35,Closed
11845,-24,Closed
8255,-39,Bad debt
12422,-55,Bad debt
7621,-47,Unknown
5870,-6,Active
987,-8,Bad debt
4151,-25,Active
13306,-8,Bad debt
11513,-36,Unknown
10644,-46,Unknown
1852,-24,Closed
14746,-27,Active
10189,-39,Bad debt
314,-37,Closed
6915,-60,Active
7675,-43,Closed
1522,-16,Closed
3027,-31,Active
6817,-52,Closed
13673,-1,Unknown
5732,-52,Bad debt
11886,-29,Unknown
9962,-39,Closed
9873,-29,Closed
13933,-54,Unknown
10851,-57,Closed
8568,-28,Unknown
5937,-48,Closed
11400,-27,Closed
5226,-56,Closed
14726,-30,Unknown
4442,-47,Closed
7833,-4,Unknown
6400,-48,Active
8873,-3,Active
12196,-19,Active
6068,-15,Bad debt
1111,-3,Bad debt
9574,-33,Closed
10401,-9,Active
724,-10,Closed
14565,-19,Active
3578,-32,Unknown
5689,-44,Unknown
11388,-37,Unknown
12342,-4,Active
6348,-2,Bad debt
10899,-31,Unknown
12064,-34,Active
10917,-52,Closed
10148,-39,Closed
19,-60,Closed
6852,-15,Active
2141,-10,Bad debt
8913,-46,Bad debt
14023,-2,Closed
7111,-49,Closed
14378,-55,Unknown
4061,-27,Active
11489,-39,Active
9954,-12,Unknown
7179,-60,Closed
4124,-53,Closed
6638,-31,Active
9035,-56,Bad debt
5891,-42,Unknown
12686,-56,Unknown
7071,-51,Active
13871,-28,Bad debt
4573,-58,Unknown
13518,-26,Unknown
1238,-31,Bad debt
12296,-15,Active
2009,-6,Bad debt
7012,-6,Active
673,-41,Bad debt
8229,-60,Unknown
1185,-49,Unknown
12681,-13,Closed
6180,-18,Active
1883,-11,Active
7996,-37,Closed
13623,-10,Unknown
8686,-34,Bad debt
10373,-12,Bad debt
932,-21,Bad debt
3064,-18,Active
6682,-21,Closed
9729,-52,Unknown
4963,-35,Closed
9879,-9,Active
12665,-22,Closed
10522,-57,Bad debt
9126,-40,Closed
707,-30,Unknown
9105,-42,Bad debt
8856,-10,Unknown
9601,-24,Bad debt
13233,-39,Active
7282,-28,Closed
8300,-17,Bad debt
6895,-6,Closed
8536,-23,Bad debt
3217,-49,Bad debt
5848,-43,Bad debt
7883,-50,Active
573,-13,Unknown
7369,-59,Closed
11413,-57,Bad debt
6006,-21,Bad debt
11263,-48,Active
3850,-7,Bad debt
14811,-48,Unknown
9530,-2,Unknown
2904,-38,Closed
9908,-5,Closed
14828,-29,Active
8635,-39,Active
2181,-49,Active
192,-48,Active
8947,-12,Unknown
11886,-39,Active
4360,-32,Unknown
5457,-51,Bad debt
10943,-27,Unknown
3615,-56,Active
4068,-11,Closed
6569,-43,Closed
10247,-4,Bad debt
11683,-37,Bad debt
1152,-24,Unknown
10028,-37,Unknown
5500,-27,Bad debt
13011,-4,Active
5758,-31,Closed
13020,-58,Bad debt
6973,-31,Unknown
7354,-48,Unknown
1244,-17,Unknown
14825,-59,Active
9099,-35,Active
1951,-16,Active
1840,-60,Active
13386,-4,Bad debt
2629,-23,Bad debt
5915,-31,Closed
2557,-31,Closed
2951,-56,Bad debt
5817,-24,Bad debt
5397,-6,Closed
1389,-28,Bad debt
2999,-32,Closed
14157,-10,Unknown
12392,-17,Closed
4429,-35,Active
12237,-2,Unknown
6866,-22,Bad debt
576,-56,Bad debt
12554,-12,Bad debt
2197,-16,Bad debt
5098,-21,Closed
8571,-50,Closed
14542,-47,Bad debt
11722,-19,Unknown
12148,-25,Unknown
12642,-42,Bad debt
14426,-16,Unknown
5827,-46,Bad debt
9930,-36,Closed
13134,-21,Unknown
10666,-36,Bad debt
259,-28,Bad debt
148,-22,Bad debt
6207,-51,Unknown
14500,-50,Active
12837,-29,Closed
8021,-40,Closed
133,-1,Active
6174,-29,Unknown
9230,-47,Active
725,-55,Closed
1227,-10,Closed
8412,-41,Closed
6897,-25,Closed
3081,-53,Bad debt
11860,-27,Bad debt
9876,-7,Unknown
7769,-32,Bad debt
11400,-40,Active
6144,-4,Unknown
6927,-59,Unknown
5152,-13,Unknown
3264,-3,Unknown
3193,-10,Active
9772,-6,Active
2417,-30,Active
4495,-54,Closed
1516,-34,Closed
9972,-14,Unknown
13028,-11,Bad debt
5205,-59,Active
2121,-33,Active
10354,-35,Bad debt
5016,-35,Unknown
1134,-4,Unknown
4356,-36,Unknown
12649,-57,Unknown
12557,-58,Closed
2898,-13,Unknown
2383,-6,Unknown
11587,-34,Closed
11756,-47,Active
10202,-54,Unknown
4321,-13,Active
4795,-28,Active
3536,-33,Active
9948,-32,Bad debt
9059,-7,Unknown
4684,-32,Unknown
7695,-36,Unknown
3654,-60,Closed
4383,-38,Unknown
12237,-12,Unknown
5854,-16,Bad debt
4910,-46,Unknown
8727,-7,Closed
2202,-45,Active
509,-41,Active
6780,-46,Unknown
14352,-46,Unknown
7299,-24,Active
14098,-47,Closed
11221,-5,Bad debt
1152,-27,Bad debt
8847,-30,Closed
7595,-20,Closed
3358,-3,Bad debt
13191,-15,Bad debt
2434,-33,Bad debt
13395,-27,Active
2876,-50,Closed
9324,-60,Active
4287,-57,Bad debt
204,-49,Bad debt
4697,-54,Unknown
13337,-49,Unknown
2800,-18,Bad debt
264,-30,Unknown
2400,-37,Unknown
14455,-6,Closed
4619,-50,Closed
7054,-11,Unknown
1860,-19,Bad debt
1441,-29,Active
5204,-1,Active
13384,-60,Closed
12107,-27,Closed
5192,-9,Closed
4293,-5,Closed
11521,-10,Closed
2792,-24,Closed
12251,-4,Bad debt
1520,-49,Unknown
8443,-32,Unknown
1709,-43,Bad debt
10155,-14,Bad debt
12698,-31,Active
1139,-13,Unknown
2583,-19,Bad debt
1648,-7,Bad debt
222,-8,Unknown
7980,-35,Unknown
3672,-52,Active
378,-38,Active
12041,-39,Active
9322,-33,Closed
10659,-10,Closed
7652,-39,Unknown
9778,-40,Unknown
9853,-55,Unknown
10460,-18,Active
14827,-51,Bad debt
13285,-42,Active
7302,-6,Bad debt
2805,-28,Unknown
966,-20,Unknown
4193,-22,Active
8800,-11,Bad debt
11928,-26,Closed
986,-50,Closed
275,-3,Unknown
12687,-45,Active
8682,-56,Unknown
6871,-58,Closed
12966,-35,Bad debt
14738,-6,Bad debt
10644,-32,Active
6164,-7,Active
14860,-22,Closed
7134,-12,Active
52,-39,Closed
3562,-19,Unknown
4479,-22,Unknown
8139,-59,Bad debt
12369,-40,Unknown
9323,-46,Closed
5112,-56,Active
13858,-29,Closed
3567,-38,Active
495,-2,Bad debt
11547,-46,Unknown
6262,-16,Unknown
7807,-56,Active
12031,-54,Active
1176,-19,Closed
4009,-39,Unknown
8828,-7,Active
3992,-7,Unknown
11959,-35,Active
5716,-24,Closed
6686,-42,Unknown
12081,-30,Closed
3171,-2,Unknown
13908,-13,Bad debt
13953,-14,Unknown
1271,-60,Bad debt
11859,-10,Closed
5954,-20,Active
13389,-51,Active
272,-42,Unknown
10082,-45,Unknown
8916,-6,Closed
1416,-46,Bad debt
5438,-42,Bad debt
2526,-29,Closed
558,-9,Bad debt
8515,-57,Active
1487,-30,Unknown
422,-8,Active
10620,-59,Unknown
9665,-45,Active
10410,-8,Bad debt
10334,-8,Bad debt
11246,-59,Active
8526,-20,Unknown
13403,-50,Bad debt
410,-16,Closed
3758,-51,Unknown
2844,-2,Active
3807,-56,Bad debt
10299,-12,Closed
2409,-22,Unknown
5140,-56,Closed
8147,-24,Closed
6463,-49,Unknown
3755,-25,Unknown
5177,-51,Active
436,-2,Unknown
14389,-26,Active
2339,-47,Active
8555,-35,Bad debt
14191,-29,Unknown
14082,-29,Closed
506,-16,Closed
2712,-5,Unknown
6144,-37,Closed
1676,-34,Active
69,-20,Closed
1367,-29,Closed
6041,-33,Active
10000,-1,Unknown
1262,-35,Unknown
11792,-3,Bad debt
9717,-48,Bad debt
13231,-23,Closed
7429,-43,Unknown
10921,-16,Unknown
14085,-57,Closed
6852,-36,Unknown
2055,-41,Bad debt
4050,-54,Bad debt
9442,-42,Unknown
12761,-44,Active
1581,-45,Bad debt
11429,-41,Closed
9920,-23,Bad debt
11059,-55,Closed
1516,-15,Bad debt
11221,-60,Unknown
3563,-25,Active
10930,-22,Unknown
8630,-26,Closed
6235,-35,Bad debt
13374,-46,Bad debt
11191,-28,Unknown
7734,-37,Unknown
1826,-16,Active
7998,-39,Unknown
4419,-9,Unknown
9057,-49,Bad debt
558,-14,Bad debt
13079,-30,Bad debt
13623,-29,Bad debt
10681,-59,Active
5608,-50,Closed
1814,-9,Closed
9856,-57,Bad debt
9754,-47,Unknown
3979,-21,Closed
2562,-42,Active
8503,-38,Closed
11350,-48,Closed
3672,-32,Closed
9659,-8,Closed
12641,-38,Closed
6454,-52,Unknown
11033,-34,Active
8607,-43,Bad debt
4025,-43,Unknown
12983,-36,Bad debt
4530,-57,Bad debt
2046,-13,Unknown
1924,-12,Bad debt
5955,-31,Active
3950,-10,Active
9198,-46,Active
8975,-18,Bad debt
7024,-17,Bad debt
4121,-3,Unknown
10024,-29,Unknown
136,-18,Bad debt
7516,-44,Unknown
969,-27,Closed
10409,-6,Unknown
5577,-4,Active
901,-27,Bad debt
11936,-59,Closed
14620,-17,Active
7828,-27,Bad debt
7534,-26,Closed
10871,-7,Active
4615,-45,Active
4218,-41,Active
3402,-18,Active
3187,-44,Unknown
3559,-11,Closed
5976,-1,Unknown
2342,-18,Active
6292,-49,Closed
3141,-45,Unknown
900,-2,Unknown
8999,-13,Unknown
11150,-39,Closed
8131,-32,Active
8577,-25,Unknown
1352,-51,Bad debt
11082,-6,Unknown
6330,-23,Active
6737,-44,Active
14809,-8,Bad debt
6260,-5,Active
4888,-34,Active
12690,-37,Closed
14534,-26,Closed
12044,-48,Closed
12501,-31,Unknown
8381,-40,Bad debt
12753,-33,Bad debt
978,-57,Unknown
14816,-2,Unknown
4447,-40,Closed
1300,-31,Bad debt
11962,-55,Active
13519,-27,Closed
10760,-16,Bad debt
1007,-9,Active
14340,-38,Bad debt
5646,-4,Closed
446,-41,Bad debt
9452,-20,Unknown
14247,-27,Bad debt
6361,-17,Active
14793,-53,Active
10835,-4,Active
3827,-24,Active
3284,-12,Unknown
1957,-30,Closed
2384,-46,Unknown
7920,-21,Bad debt
980,-8,Closed
11375,-5,Unknown
7197,-4,Bad debt
11764,-27,Active
14880,-27,Active
11298,-19,Unknown
8050,-9,Unknown
12774,-21,Unknown
3032,-46,Active
10593,-42,Active
6183,-48,Unknown
13480,-12,Bad debt
3793,-54,Bad debt
12216,-30,Bad debt
4901,-37,Closed
9774,-47,Closed
9159,-40,Bad debt
2349,-23,Bad debt
4486,-2,Active
12424,-50,Bad debt
520,-28,Bad debt
2040,-56,Bad debt
10561,-57,Active
2164,-35,Unknown
10088,-49,Unknown
12810,-11,Closed
12357,-34,Unknown
10209,-53,Closed
7971,-35,Closed
2253,-7,Closed
4460,-3,Closed
10104,-50,Active
12662,-15,Bad debt
2274,-5,Active
4910,-12,Bad debt
5983,-31,Unknown
7065,-39,Closed
8748,-27,Unknown
804,-30,Active
6894,-44,Active
11175,-56,Unknown
5947,-51,Bad debt
9359,-7,Closed
6587,-25,Active
11696,-13,Bad debt
2167,-56,Unknown
10160,-40,Active
2032,-6,Active
5389,-8,Closed
4521,-17,Active
8741,-12,Bad debt
6519,-48,Unknown
2677,-51,Unknown
14090,-33,Closed
674,-52,Unknown
3905,-19,Unknown
317,-49,Unknown
11039,-38,Unknown
12125,-56,Bad debt
13134,-7,Closed
5598,-43,Unknown
8469,-24,Unknown
7129,-30,Bad debt
5959,-32,Closed
415,-44,Active
12642,-45,Closed
4767,-4,Bad debt
6571,-22,Bad debt
8045,-18,Closed
6045,-30,Closed
10343,-55,Bad debt
722,-3,Closed
12559,-16,Closed
5400,-28,Bad debt
13274,-52,Unknown
8848,-50,Bad debt
8020,-37,Active
2287,-59,Active
11711,-23,Active
119,-9,Bad debt
14859,-23,Unknown
9652,-22,Active
10841,-24,Unknown
10140,-14,Bad debt
3097,-9,Closed
7158,-28,Bad debt
10813,-41,Closed
5777,-10,Active
14822,-27,Bad debt
4369,-40,Bad debt
3579,-14,Active
14996,-26,Closed
3974,-45,Closed
14753,-39,Active
14531,-49,Bad debt
664,-40,Unknown
10869,-34,Closed
401,-46,Closed
4163,-12,Closed
3790,-17,Unknown
1134,-45,Bad debt
2788,-10,Bad debt
13413,-15,Closed
10506,-56,Active
3000,-3,Bad debt
2228,-43,Active
1678,-58,Active
2933,-20,Unknown
12899,-25,Unknown
6947,-12,Active
6321,-50,Bad debt
11550,-59,Unknown
1256,-10,Bad debt
3976,-38,Unknown
5215,-14,Closed
75,-7,Closed
9651,-15,Closed
