SK_ID_BUREAU,SK_ID_CURR,DAYS_CREDIT,AMT_CREDIT_SUM,CREDIT_SUM_LIMIT,CREDIT_TYPE
579,109715,-2543,29255.5,7374.19,Other
580,102983,-3183,13700.19,14653.35,Credit card
581,109575,-7,14976.53,10070.97,Credit card
582,109026,-628,28122.61,16987.67,Car loan
583,101822,-3575,47012.79,11342.98,Mortgage
584,104891,-2708,22442.23,14728.04,Consumer credit
585,112610,-271,29364.19,14553.17,Car loan
586,111311,-1900,39656.74,8950.55,Other
587,100880,-3410,27697.59,4401.53,Credit card
588,105009,-2371,7281.79,6010.09,Mortgage
589,100850,-454,27164.74,15364.94,Consumer credit
590,111905,-41,22074.39,17227.24,Other
591,104543,-1166,28715.23,19980.62,Mortgage
592,100431,-2145,9572.2,3263.15,Mortgage
593,114690,-1620,23194.98,5715.41,Other
594,108074,-922,37353.98,8240.56,Mortgage
595,100351,-2187,44830.5,5453.78,Consumer credit
596,109044,-1129,23676.04,16212.94,Credit card
597,110130,-544,9896.36,1267.08,Car loan
598,111380,-2469,7898.28,183.69,Other
599,107406,-1820,25963.48,11328.41,Consumer credit
600,114042,-2001,18797.2,5107.88,Mortgage
601,100715,-173,44096.95,17754.98,Car loan
602,104526,-679,7660.46,16866.24,Credit card
603,101105,-2953,3135.4,11868.68,Credit card
604,109161,-3972,20224.19,4764.87,Other
605,104755,-463,29955.28,3645.34,Mortgage
606,105717,-1317,15112.74,17443.46,Other
607,111237,-3925,1701.15,15732.44,Other
608,106245,-22,22927.12,6178.99,Consumer credit
609,110550,-109,7242.24,60.13,Credit card
610,105004,-3895,31459.9,11225.28,Credit card
611,114693,-3151,48597.27,3124.32,Car loan
612,102033,-1666,43566.06,17438.13,Consumer credit
613,111257,-1330,7756.96,5553.53,Credit card
614,114467,-3103,43329.71,268.85,Other
615,101732,-1737,33118.46,12272.54,Other
616,113671,-3556,48946.49,12479.32,Other
617,103642,-3453,44328.68,15801.81,Other
618,100491,-2483,16570.78,17547.58,Consumer credit
619,114264,-2278,9503.21,7456.41,Car loan
620,109778,-1672,44216.73,2479.57,Mortgage
621,106399,-3137,15776.91,19374.55,Car loan
622,113665,-3599,42713.87,13596.36,Other
623,100931,-136,39248.43,11192.37,Other
624,100347,-2834,36517.56,18623.17,Mortgage
625,110847,-2952,20611.66,13960.25,Mortgage
626,104817,-3447,23251.05,19481.77,Car loan
627,113347,-2340,27308.22,15285.69,Car loan
628,107662,-2595,20539.2,13805.94,Other
629,105700,-1674,40146.15,11719.84,Other
630,114666,-555,43091.93,17525.66,Other
631,107983,-615,35640.24,8578.07,Mortgage
632,100040,-2501,13984.99,3138.25,Mortgage
633,109518,-3391,20831.9,90.36,Car loan
634,106313,-2443,6576.65,19436.64,Car loan
635,101210,-239,14576.46,10454.85,Car loan
636,112378,-2993,19758.53,16464.54,Other
637,109887,-2211,29858.57,18640.71,Credit card
638,109072,-720,36891.69,15817.97,Credit card
639,104772,-678,11906.12,13287.64,Consumer credit
640,108165,-37,18487.18,15881.29,Credit card
641,101700,-2501,23177.82,15732.51,Car loan
642,113425,-1997,34625.61,2387.38,Mortgage
643,111249,-3183,18034.89,2989.25,Car loan
644,101384,-463,27023.47,12094.34,Other
645,102294,-2592,29425.63,15119.66,Consumer credit
646,106021,-3329,2598.27,10880.98,Mortgage
647,114151,-3272,8007.66,9571.37,Car loan
648,107169,-1042,15765.91,2261.68,Consumer credit
649,109664,-1402,6153.41,13954.34,Mortgage
650,112052,-2830,18386.35,949.9,Consumer credit
651,108810,-3831,7321.63,13118.15,Other
652,114970,-2167,8545.79,1004.71,Mortgage
653,101046,-3132,25088.71,17190.5,Other
654,114508,-3584,44284.75,13623.31,Other
655,110048,-3177,15629.04,6359.79,Mortgage
656,103042,-3499,48775.06,8383.61,Mortgage
657,109558,-1738,4029.86,4732.63,Consumer credit
658,101240,-2321,24937.57,18727.95,Other
659,104401,-2421,44925.98,7950.13,Consumer credit
660,107904,-2620,508.47,16746.8,Consumer credit
661,106170,-2408,9727.5,10456.24,Car loan
662,113119,-2471,33021.05,3627.81,Car loan
663,100478,-979,34691.72,2307.99,Other
664,101990,-3375,35848.84,6086.89,Mortgage
665,101649,-3764,7451.35,16773.88,Consumer credit
666,106984,-3956,40133.71,16027.72,Other
667,106612,-2798,39453.14,15892.57,Consumer credit
668,100921,-3297,47563.54,14588.83,Car loan
669,109618,-3902,22879.6,4772.81,Car loan
670,109656,-1501,6217.82,12302.59,Car loan
671,106740,-2280,45018.99,19626.62,Mortgage
672,107058,-3518,19315.97,8063.94,Credit card
673,107759,-3806,21847.44,3554.3,Mortgage
674,103365,-2201,41653.5,14197.12,Credit card
675,104662,-3811,6179.76,3556.15,Credit card
676,109287,-3486,11269.93,7788.36,Other
677,112900,-1482,30392.72,12132.66,Consumer credit
678,107163,-707,16265.58,3873.16,Mortgage
679,106251,-3078,21254.69,18173.69,Car loan
680,102723,-882,18834.31,7621.28,Consumer credit
681,110848,-2473,41088.88,15026.95,Car loan
682,100982,-920,8030.22,3314.96,Mortgage
683,107331,-376,10822.56,5509.55,Other
684,114074,-711,551.52,6266.48,Credit card
685,101107,-3623,6078.79,6191.56,Credit card
686,103248,-3541,18463.16,3621.84,Credit card
687,101870,-352,37205.78,18193.18,Car loan
688,105923,-2919,44487.08,18132.07,Consumer credit
689,107654,-1481,4535.72,2292.44,Consumer credit
690,103186,-3186,9221.97,19889.41,Mortgage
691,105372,-339,35111.24,5890.28,Car loan
692,108354,-1287,14209.72,12776.01,Car loan
693,105710,-486,31627.19,18609.43,Credit card
694,114985,-3959,2711.2,6780.62,Car loan
695,105848,-2018,18657.08,9368.7,Credit card
696,101099,-2793,45814.83,7604.68,Consumer credit
697,103612,-1251,33317.51,69.4,Credit card
698,110989,-703,18031.5,18952.52,Consumer credit
699,102975,-3947,17697.83,19516.24,Credit card
700,105732,-1002,48905.92,18642.64,Mortgage
701,108542,-432,25829.75,17900.42,Mortgage
702,113810,-1593,6092.7,15860.69,Mortgage
703,114028,-2917,26812.44,18200.44,Mortgage
704,111893,-3161,43040.2,9884.36,Car loan
705,100866,-848,43786.68,6395.34,Other
706,102725,-1397,25426.84,5591.67,Consumer credit
707,109091,-1192,47727.37,7538.65,Car loan
708,103582,-1495,9841.56,15721.18,Mortgage
709,112987,-1527,9379.52,18730.13,Credit card
710,108891,-1835,1848.76,6012.31,Car loan
711,107165,-2854,42832.14,1097.67,Credit card
712,101142,-3248,28412.32,15860.54,Consumer credit
713,108191,-1091,7727.92,18958.63,Car loan
714,113857,-694,32654.12,12887.65,Other
715,103900,-2801,17081.4,19872.39,Consumer credit
716,106961,-2892,21603.61,18312.44,Other
717,105842,-1821,30928.06,1500.46,Other
718,101070,-3273,18127.54,16612.6,Consumer credit
719,112049,-475,45662.22,13722.26,Mortgage
720,113231,-1380,25451.31,16750.15,Consumer credit
721,100528,-3057,35524.73,10870.94,Consumer credit
722,106804,-387,7579.74,13338.32,Car loan
723,112811,-2168,30544.04,300.24,Other
724,104426,-2565,32029.54,10664.97,Credit card
725,112193,-1738,10687.24,2384.34,Other
726,102725,-1598,14201.18,14716.96,Car loan
727,100645,-810,33119.93,13835.86,Consumer credit
728,100265,-3201,24124.33,8080.96,Other
729,107227,-1828,17158.27,12016.94,Mortgage
730,101009,-694,9924.25,13346.48,Credit card
731,104931,-2554,846.97,4665.51,Mortgage
732,103537,-3666,6004.61,14236.24,Credit card
733,112158,-352,23769.16,1458.43,Other
734,100648,-1160,18062.91,3362.74,Other
735,105139,-236,15181.91,16482.9,Mortgage
736,108240,-522,4199.73,4616.16,Credit card
737,105426,-948,33318.79,18307.63,Mortgage
738,109538,-2852,14957.01,16918.98,Consumer credit
739,110934,-3923,24719.87,5849.87,Other
740,107391,-2000,4017.92,19435.01,Credit card
741,106461,-1143,3148.38,8357.12,Credit card
742,110336,-3521,2282.02,10566.0,Mortgage
743,109205,-1942,1683.68,14564.44,Consumer credit
744,114171,-1863,32715.31,6667.42,Consumer credit
745,105892,-1452,10588.8,15705.66,Consumer credit
746,100947,-998,26024.95,15766.69,Consumer credit
747,109791,-1421,32022.65,3490.12,Credit card
748,111328,-670,13906.14,6678.33,Mortgage
749,110208,-3480,3372.15,17368.33,Credit card
750,102254,-2913,40196.26,15260.82,Consumer credit
751,100686,-94,27141.9,1794.16,Other
752,105576,-2378,19045.15,9573.78,Car loan
753,110007,-3158,1193.86,12472.96,Consumer credit
754,110777,-1359,36955.53,18613.78,Credit card
755,100777,-2323,49497.93,10107.08,Mortgage
756,111900,-2407,33756.16,5830.62,Credit card
757,108499,-2240,42846.33,6872.62,Mortgage
758,111734,-3251,5203.17,17493.59,Consumer credit
759,109464,-2108,609.36,4853.87,Consumer credit
760,108287,-1650,42507.9,15898.34,Consumer credit
761,108038,-3487,24017.42,5114.93,Credit card
762,108606,-2879,45379.53,5764.87,Credit card
763,108535,-238,40657.77,17622.98,Credit card
764,108565,-88,32028.37,16391.02,Other
765,109618,-2891,29897.32,4167.79,Credit card
766,101233,-3497,30831.12,5755.23,Car loan
767,113370,-1174,22289.21,11822.35,Credit card
768,109870,-2901,3484.76,7811.51,Car loan
769,111704,-1660,9865.67,8498.03,Car loan
770,105965,-506,3604.22,18636.27,Consumer credit
771,112755,-2778,25429.84,12010.12,Mortgage
772,103969,-722,33244.92,4524.18,Car loan
773,102480,-12,1191.81,2715.02,Other
774,110095,-786,47660.99,9754.63,Credit card
775,105076,-3010,26509.37,6202.22,Credit card
776,101830,-3431,40861.75,16628.95,Credit card
777,114049,-617,30798.1,13912.9,Mortgage
778,107756,-3236,44286.02,7035.22,Mortgage
779,102676,-1230,34261.97,12276.02,Car loan
780,106337,-482,4757.01,16051.3,Car loan
781,105596,-3032,36178.69,14603.01,Consumer credit
782,106075,-839,42853.7,1972.22,Car loan
783,112945,-3754,3654.19,4000.45,Credit card
784,114986,-347,1300.02,1703.65,Consumer credit
785,101296,-2327,39177.92,1017.91,Other
786,105967,-3906,29477.8,8030.33,Other
787,103052,-554,25854.61,14817.27,Credit card
788,107361,-1557,41613.18,2393.61,Mortgage
789,107992,-149,35200.77,8756.68,Mortgage
790,103683,-3871,5264.84,3219.04,Consumer credit
791,103298,-1151,26729.7,14652.71,Mortgage
792,110729,-481,10433.07,7066.48,Mortgage
793,103921,-3261,28363.72,9737.54,Other
794,105959,-2735,9496.34,11854.02,Car loan
795,101433,-1612,5248.7,10987.83,Car loan
796,105943,-1525,46237.3,19156.02,Other
797,105850,-3715,5203.78,8185.11,Car loan
798,104035,-1248,28787.99,11803.35,Car loan
799,109585,-3369,36773.92,14292.25,Consumer credit
800,103348,-3993,16259.24,12304.32,Consumer credit
801,113508,-3313,45554.96,19138.47,Consumer credit
802,113114,-3123,18157.76,4944.95,Credit card
803,105299,-2647,29829.72,1384.71,Car loan
804,114977,-1523,47288.04,3545.95,Car loan
805,100677,-3014,5991.92,15003.57,Mortgage
806,102480,-3402,18740.67,15073.59,Car loan
807,112465,-3421,29243.93,18914.78,Other
808,110706,-1220,41081.42,10057.69,Other
809,109447,-207,21754.66,9594.64,Car loan
810,106692,-521,4649.86,2622.84,Credit card
811,108006,-2533,15473.95,13895.91,Credit card
812,109952,-3368,21085.09,6104.78,Mortgage
813,114901,-1212,8549.19,2056.0,Car loan
814,101480,-818,19093.59,10031.94,Credit card
815,111441,-3411,34172.89,6113.32,Consumer credit
816,108734,-258,5903.96,13125.45,Consumer credit
817,105174,-160,21665.9,2505.67,Consumer credit
818,105984,-2062,7449.62,14778.82,Consumer credit
819,102363,-3765,24387.87,6338.02,Consumer credit
820,114713,-2553,28530.16,17327.02,Other
821,110488,-3149,25022.08,5967.29,Credit card
822,107496,-131,38994.66,17982.51,Consumer credit
823,113201,-853,19619.72,16410.23,Car loan
824,108471,-3949,37033.79,17150.94,Other
825,108188,-2938,17808.4,8015.55,Mortgage
826,107969,-3890,18657.26,14656.76,Car loan
827,108258,-3818,28977.59,4866.41,Credit card
828,102878,-2512,19208.23,15852.39,Other
829,113626,-3373,31806.28,8990.64,Mortgage
830,113100,-249,34680.94,14643.16,Consumer credit
831,114063,-2009,39837.84,5893.22,Car loan
832,109561,-3371,29995.33,13261.63,Car loan
833,102185,-2840,36941.18,14510.48,Car loan
834,103765,-3058,33395.85,3899.95,Credit card
835,108046,-431,9079.73,11078.42,Credit card
836,113927,-3320,38397.09,10390.16,Consumer credit
837,112307,-766,7816.7,1084.6,Other
838,114714,-3625,9202.04,6726.75,Mortgage
839,111521,-3563,6672.85,5056.86,Consumer credit
840,108938,-3754,23546.02,18964.57,Consumer credit
841,100824,-594,6402.2,12735.9,Mortgage
842,114097,-3914,32815.26,13857.82,Credit card
843,105064,-849,1764.92,7888.08,Mortgage
844,103407,-2751,9960.68,5608.84,Credit card
845,105379,-2330,41815.9,17165.57,Consumer credit
846,114627,-212,5527.77,5052.44,Car loan
847,109216,-728,11860.79,16024.48,Car loan
848,111188,-3796,34579.29,6922.79,Mortgage
849,112794,-2558,17335.38,3800.4,Other
850,103996,-3387,29556.06,19647.85,Mortgage
851,104637,-158,41181.95,7406.08,Credit card
852,113077,-1434,19807.12,17437.31,Other
853,102789,-1023,1130.32,6535.3,Car loan
854,111040,-877,46794.53,8749.97,Consumer credit
855,110254,-3751,21908.79,10502.24,Mortgage
856,108223,-2843,3732.38,17286.09,Consumer credit
857,109335,-3813,44369.82,7618.53,Mortgage
858,112246,-738,36796.8,936.37,Mortgage
859,106080,-3630,27238.26,16774.05,Consumer credit
860,108725,-900,12427.95,6070.45,Credit card
861,114994,-2343,5338.24,16394.7,Mortgage
862,113077,-1208,22092.78,4137.98,Mortgage
863,106124,-892,7519.75,11232.06,Credit card
864,112252,-1420,37999.74,7300.22,Mortgage
865,113536,-1248,10840.3,6154.96,Other
866,104783,-1275,29322.19,18103.28,Credit card
867,109869,-478,38591.3,12024.71,Credit card
868,109599,-1988,5329.69,3277.64,Mortgage
869,113114,-1427,39836.74,1982.81,Car loan
870,114014,-2994,22901.83,2396.02,Mortgage
871,110996,-1304,44043.53,1023.84,Credit card
872,105885,-1833,31780.79,19159.42,Other
873,107035,-176,46279.51,2358.24,Credit card
874,114880,-1926,44256.51,12228.24,Credit card
875,110182,-1792,32823.57,4432.38,Consumer credit
876,107664,-3043,23421.54,11811.43,Mortgage
877,104717,-1311,33859.57,7461.7,Mortgage
878,106618,-2852,36875.23,1446.68,Mortgage
879,110676,-2101,12760.33,1786.37,Other
880,105975,-2834,20774.9,5958.1,Consumer credit
881,105244,-2302,19933.75,16415.26,Car loan
882,110004,-73,32031.79,16539.84,Consumer credit
883,110832,-3727,9015.82,4012.47,Mortgage
884,107177,-803,17480.76,17261.77,Credit card
885,108702,-2122,30954.93,12958.31,Mortgage
886,113850,-2992,5449.28,13054.93,Other
887,104488,-3945,38893.15,4360.2,Other
888,101228,-2423,775.96,6110.67,Credit card
889,106254,-2953,22685.33,322.99,Mortgage
890,111031,-2846,34668.28,12111.99,Consumer credit
891,112480,-2770,24276.82,14167.1,Consumer credit
892,100477,-3635,16342.25,453.88,Consumer credit
893,109226,-629,36934.26,5829.05,Credit card
894,110440,-852,9317.59,10742.25,Mortgage
895,101979,-2234,26581.83,12622.25,Consumer credit
896,108728,-2679,19995.89,6235.92,Mortgage
897,101062,-529,9814.66,9451.39,Credit card
898,109598,-915,14883.15,12562.38,Mortgage
899,105284,-1636,37427.55,12721.48,Other
900,101051,-447,8159.87,7976.21,Credit card
901,100311,-341,46766.99,4345.75,Car loan
902,100287,-2269,31594.94,17413.28,Other
903,111724,-3707,9534.95,561.82,Car loan
904,112826,-2460,6038.6,8721.38,Mortgage
905,101619,-905,21775.98,839.04,Mortgage
906,110249,-725,44522.85,8688.98,Other
907,102914,-2612,9303.76,7487.83,Car loan
908,108994,-869,10713.71,18624.41,Car loan
909,103401,-2795,10874.53,4029.06,Consumer credit
910,102315,-1254,40132.99,14996.93,Mortgage
911,108827,-3790,8282.74,2983.34,Mortgage
912,109286,-1697,15098.6,19224.71,Credit card
913,104550,-1339,42708.93,542.35,Consumer credit
914,106584,-2829,567.89,12760.62,Car loan
915,102314,-1232,14471.18,18432.03,Car loan
916,103708,-781,2576.8,4660.88,Car loan
917,113263,-1509,6683.55,3074.37,Mortgage
918,114622,-3950,37198.55,3209.15,Mortgage
919,113242,-2799,21593.24,5326.39,Car loan
920,112704,-1154,7862.43,16183.88,Consumer credit
921,114631,-3374,9986.16,2767.94,Other
922,106566,-2372,38065.48,19156.44,Car loan
923,103490,-1492,35417.25,19163.6,Consumer credit
924,114494,-3683,18272.43,11146.44,Credit card
925,107991,-364,7411.02,6270.05,Mortgage
926,110002,-3204,3284.53,745.14,Other
927,100763,-2924,25140.43,2939.0,Other
928,100121,-683,24248.3,9163.97,Other
929,104274,-1091,11940.14,2169.34,Credit card
930,109221,-3383,49777.06,2604.44,Mortgage
931,113752,-624,16077.26,1896.83,Consumer credit
932,107751,-3157,20063.0,161.57,Other
933,111508,-1351,46391.21,18794.93,Mortgage
934,107955,-967,48625.72,5141.2,Mortgage
935,111154,-4000,31561.94,9358.77,Credit card
936,104084,-1992,48980.51,17562.75,Consumer credit
937,100965,-2633,8378.16,17786.35,Car loan
938,103522,-3085,43826.48,1039.35,Credit card
939,103332,-2627,10918.37,17470.44,Other
940,105342,-1984,20925.57,9065.64,Other
941,107076,-894,15575.5,14334.22,Other
942,108538,-1006,31305.31,983.97,Car loan
943,100296,-2799,43789.64,11519.95,Car loan
944,109056,-897,36800.5,2975.75,Other
945,104051,-2103,22219.21,6229.59,Mortgage
946,107014,-3204,28151.57,18782.79,Credit card
947,101357,-315,1195.59,3124.95,Consumer credit
948,106846,-2703,37788.97,2822.05,Credit card
949,110958,-1683,14074.71,12432.42,Mortgage
950,113109,-2273,42454.97,18641.61,Mortgage
951,102023,-3973,15402.48,12766.9,Car loan
952,106003,-133,23429.86,17311.57,Other
953,106960,-433,35126.31,4342.43,Credit card
954,111725,-1755,10768.05,7605.07,Credit card
955,113594,-2406,24503.4,2837.26,Credit card
956,113899,-1816,9057.32,5315.7,Other
957,110219,-3493,14531.43,10950.72,Credit card
958,100866,-2748,37521.57,15420.88,Credit card
959,112472,-2596,48576.91,10271.67,Credit card
960,108439,-448,30196.1,11876.66,Consumer credit
961,114279,-692,10882.93,13107.62,Car loan
962,110683,-2975,31750.97,13162.17,Credit card
963,114263,-227,6933.69,794.21,Car loan
964,104272,-633,7083.74,18257.06,Other
965,114540,-148,16644.24,504.96,Credit card
966,105694,-2969,39396.17,17977.68,Other
967,102666,-335,19915.48,12360.35,Mortgage
968,110505,-1196,31376.04,11807.64,Car loan
969,109031,-3926,42763.84,1682.16,Consumer credit
970,107460,-1738,28269.93,9306.63,Credit card
971,111698,-642,33567.76,9814.29,Car loan
972,113013,-80,22932.96,18478.04,Consumer credit
973,110719,-2587,39834.62,16646.57,Credit card
974,109703,-2150,17610.21,19703.45,Mortgage
975,110156,-451,5144.57,8280.06,Credit card
976,104967,-3788,29534.71,16126.12,Credit card
977,102071,-3731,14095.97,2448.65,Consumer credit
978,109509,-3995,18939.32,18354.3,Mortgage
979,107197,-2488,35832.67,18584.0,Mortgage
980,100438,-3828,32414.65,17542.25,Other
981,112288,-1717,24813.53,12488.39,Consumer credit
982,110374,-3190,3673.54,2710.45,Consumer credit
983,107432,-1824,13705.75,11088.24,Consumer credit
984,113308,-1069,8655.12,16192.8,Mortgage
985,108835,-17,11983.97,17378.41,Credit card
986,110663,-176,22230.19,18145.4,Credit card
987,114782,-651,2573.95,18972.16,Mortgage
988,112338,-1630,33964.39,3614.98,Credit card
989,114579,-1506,34832.46,802.74,Other
990,108389,-2798,22978.81,7033.24,Car loan
991,113328,-3718,47722.88,5411.05,Consumer credit
992,113187,-2780,41132.77,13100.9,Other
993,114058,-421,48454.97,7574.86,Other
994,109500,-3665,22760.14,13332.31,Credit card
995,112135,-3949,26925.35,3513.52,Other
996,109537,-239,41806.15,5470.69,Consumer credit
997,112102,-534,47786.78,3534.75,Consumer credit
998,110667,-1255,37144.5,5704.4,Car loan
999,100609,-1804,15137.15,5848.36,Other
1000,110390,-124,39367.77,12765.98,Mortgage
1001,112897,-2405,43707.52,13699.12,Mortgage
1002,103176,-403,18718.26,7150.18,Car loan
1003,114727,-1444,20596.81,64.68,Consumer credit
1004,106621,-1419,20359.86,5330.41,Consumer credit
1005,113076,-2484,27041.89,13513.48,Consumer credit
1006,103997,-820,10252.52,16772.02,Other
1007,105561,-1412,38742.66,393.82,Credit card
1008,105061,-2879,3380.04,4636.56,Other
1009,106009,-553,3868.92,9209.11,Consumer credit
1010,103716,-3885,2881.37,19548.67,Credit card
1011,108510,-3081,46893.18,11355.06,Car loan
1012,107040,-19,1103.09,18886.92,Mortgage
1013,106248,-881,17608.89,18767.25,Mortgage
1014,103309,-2020,24226.33,4717.67,Consumer credit
1015,101001,-1271,47829.24,12133.2,Mortgage
1016,101721,-3849,26661.28,5669.58,Other
1017,112739,-620,42623.82,1856.26,Mortgage
1018,105423,-1849,15236.29,15064.35,Mortgage
