SK_ID_PREV,NAME_PAYMENT_TYPE,CNT_PAYMENT,DAYS_LAST_DUE,DAYS_TERMINATION,SELLERPLACE_AREA,NAME_PORTFOLIO
7900,Cash,21,-493,-29,-18,Cash loans
1085,Cheque,31,99,61,74,Cash loans
10708,Cheque,22,25,145,35,Cards
10226,Cash,30,90,-163,-20,POS
6412,Card,26,-187,-76,-42,POS
125,Cheque,35,430,260,-33,Cards
733,Cash,24,-374,231,57,Cash loans
6017,Card,21,-237,-35,3,Cash loans
1066,Cash,27,192,0,-22,Cash loans
6308,Card,12,135,237,87,Cash loans
965,Cheque,15,-113,-33,-19,Cash loans
13669,Cash,33,-328,244,-59,Cards
3941,Card,32,60,40,77,Cash loans
11786,Card,29,401,65,-88,POS
6941,Card,13,399,-42,71,Cards
4024,Card,32,-48,240,-25,Cards
9966,Card,29,-97,-70,-5,Cash loans
12736,Card,4,-290,-245,78,Cards
4149,Cheque,19,-326,174,33,Cards
12755,Card,23,73,-169,-12,POS
13443,Cash,4,-165,-260,84,Cards
13298,Cash,20,88,95,89,Cash loans
14711,Cash,35,-391,-272,94,Cash loans
11305,Cheque,3,-429,-180,74,Cards
5981,Cheque,14,18,-291,43,POS
9752,Card,11,-334,-257,20,Cards
6920,Cash,15,150,-186,-93,POS
8450,Card,25,79,70,-77,POS
10926,Card,26,-47,262,24,POS
3172,Card,6,-301,-46,13,Cards
679,Card,1,395,-35,-51,POS
5599,Cheque,23,-492,294,-90,Cash loans
3573,Cheque,11,164,-237,-4,Cards
4699,Cash,6,-401,6,-88,Cards
4396,Cheque,31,-99,-92,-95,Cash loans
2630,Cash,10,-250,-74,10,POS
12337,Cheque,16,-499,-13,-14,Cash loans
9477,Cash,3,-107,-164,46,Cash loans
2848,Cheque,31,191,164,-17,POS
11314,Cheque,24,-456,-150,-73,POS
936,Cheque,29,-299,196,-89,Cash loans
3764,Cash,4,205,129,33,Cards
3990,Cash,17,-326,227,-60,Cash loans
10366,Cash,28,148,-51,45,POS
12515,Cash,6,462,-134,15,POS
9483,Cheque,31,123,-135,86,Cards
5959,Cash,21,-261,-253,43,Cards
6315,Card,32,-58,-132,47,POS
6530,Card,9,-469,-143,-12,Cards
10264,Cash,10,-237,235,56,Cash loans
969,Cheque,4,36,-104,47,POS
13499,Card,20,-383,177,47,Cards
11509,Card,14,319,181,0,Cards
2354,Cash,26,442,-203,-3,POS
3544,Card,21,448,124,60,Cash loans
2973,Cheque,32,94,-276,-81,POS
7042,Card,7,-337,269,97,Cards
9912,Card,18,290,-130,-40,Cash loans
12917,Cheque,4,-163,-93,16,POS
6681,Card,7,61,97,23,Cash loans
11150,Cheque,16,452,142,8,Cards
7238,Cheque,22,-13,159,-36,POS
11842,Card,5,-112,97,84,Cards
789,Card,11,-382,-194,53,Cards
13567,Cash,5,-448,-110,25,POS
14807,Card,33,192,-11,-35,POS
14247,Cheque,20,471,-131,56,Cash loans
12556,Cash,30,122,299,-17,POS
613,Cash,24,115,236,20,Cards
2444,Cheque,1,-48,52,10,Cards
6191,Card,12,470,278,-72,POS
9947,Card,9,-412,-199,-5,Cards
9757,Cash,2,244,-173,40,Cash loans
225,Cheque,20,459,192,96,Cards
13318,Card,26,198,-21,-19,Cash loans
12469,Cheque,23,-58,158,66,Cash loans
10582,Cheque,4,-452,-298,24,POS
9463,Cash,21,-176,-276,62,POS
5598,Cheque,21,-370,-179,83,POS
66,Cheque,35,243,-127,-43,Cash loans
8531,Card,30,-19,-80,30,Cash loans
2207,Cash,16,-86,135,-74,POS
8006,Cash,22,-490,-121,-75,POS
5970,Cash,9,312,-212,29,Cash loans
10780,Card,2,161,-56,-58,POS
4293,Cash,9,-337,142,73,Cards
14431,Card,6,-182,-252,-66,Cash loans
7076,Cash,30,157,-251,85,POS
10148,Cash,30,314,35,43,Cash loans
707,Cash,33,27,51,-43,Cards
7742,Cheque,15,330,106,-69,Cards
217,Cash,8,466,-291,-6,Cards
14281,Cash,4,-166,262,-74,POS
5222,Cash,8,-178,-292,37,POS
13945,Cash,5,129,-70,16,Cards
9441,Cheque,23,-386,-269,70,Cards
14767,Card,9,-17,49,96,Cash loans
4588,Cash,7,275,206,-36,Cash loans
7802,Card,18,365,-217,83,Cash loans
2808,Cheque,2,-65,-224,57,Cards
2806,Cash,16,98,240,-92,Cards
7649,Cash,28,397,-205,7,Cash loans
3625,Cash,21,280,127,74,POS
6026,Card,18,379,-27,83,Cards
11088,Cheque,18,-80,-21,7,POS
9801,Card,20,-311,-195,2,POS
12395,Cheque,17,409,74,-90,Cards
6699,Cheque,31,-352,-57,38,Cash loans
9595,Cash,25,204,199,84,Cards
4643,Card,11,-20,241,-90,Cards
1827,Cheque,14,-311,-99,-53,Cards
13300,Card,13,365,246,57,Cash loans
5917,Cash,23,100,2,44,POS
6793,Card,31,-60,189,-71,POS
14225,Card,8,-191,-129,-7,POS
14792,Cheque,35,-97,-136,84,Cards
7266,Cheque,33,40,47,-40,POS
7767,Cheque,29,382,-202,13,Cards
13045,Card,17,-416,229,97,Cards
782,Cash,1,-221,298,90,Cash loans
4079,Cash,8,252,-222,82,Cards
997,Cheque,35,-43,-277,-25,POS
645,Cash,2,-114,219,-33,Cards
11796,Cheque,33,136,85,20,Cash loans
8878,Card,26,-175,14,25,POS
10522,Cheque,4,-327,-213,63,Cash loans
7308,Card,13,239,290,56,Cards
3144,Cash,34,-242,16,-38,Cards
1903,Card,34,-13,185,-91,Cards
948,Cash,7,-364,-71,-28,Cards
6172,Cheque,22,355,-174,-61,Cards
318,Cheque,14,-480,83,91,Cash loans
8573,Card,34,170,-258,-13,POS
9609,Card,3,289,211,78,Cards
4580,Card,23,227,218,80,Cards
2066,Card,35,-383,46,-60,Cash loans
5302,Cheque,25,8,262,0,POS
5733,Cheque,33,-462,112,-80,POS
7388,Cheque,10,211,181,-37,Cash loans
1748,Cash,6,291,-122,-48,POS
13540,Card,7,-168,-277,6,Cards
12190,Cheque,13,94,-19,90,Cash loans
5383,Cash,28,-363,141,-73,Cash loans
12166,Cash,24,124,-298,43,Cards
12426,Cheque,30,-491,164,18,POS
3791,Card,16,-132,271,-72,POS
1646,Card,2,-173,-114,-42,Cash loans
53,Cash,33,-316,-5,-26,Cards
2077,Card,1,-449,131,-2,POS
11291,Cash,33,-142,42,1,POS
13803,Card,10,427,-242,-23,POS
11723,Cheque,31,263,227,65,POS
3635,Cheque,9,-76,16,-38,Cards
6152,Cheque,34,486,274,-19,Cards
9773,Card,13,-391,254,94,POS
2259,Cash,33,-278,299,34,Cash loans
3592,Cheque,34,-122,51,-75,POS
5265,Card,29,490,10,21,Cards
6984,Cheque,34,57,-218,-60,POS
7812,Cheque,14,-116,151,47,Cash loans
4318,Card,29,48,-101,73,Cards
12381,Cash,17,482,69,76,POS
7118,Cash,23,-163,-39,10,Cards
8128,Card,3,499,34,42,Cards
12885,Cash,8,103,-209,-75,Cards
14002,Cheque,24,456,57,-64,Cards
10808,Cash,7,-208,-70,98,Cash loans
522,Cheque,32,0,49,96,Cash loans
7885,Cheque,30,-423,-110,18,POS
14437,Card,33,-476,29,-26,Cash loans
1809,Card,5,473,263,-93,POS
7393,Card,8,4,26,-3,Cards
1848,Cash,8,-236,-240,-26,Cards
11164,Card,13,337,104,32,Cash loans
3271,Cheque,32,366,159,80,POS
4633,Cheque,6,-130,285,33,Cards
9821,Card,31,-382,64,-35,POS
1114,Card,6,-335,-15,-92,POS
805,Cheque,19,229,-33,30,POS
4356,Cash,3,211,9,51,Cash loans
6693,Cheque,4,422,-90,26,POS
12164,Card,13,-295,98,47,POS
9741,Cash,24,232,45,9,Cards
8389,Card,3,82,206,-81,Cash loans
9106,Cheque,12,240,39,56,Cards
7064,Card,15,-496,-225,-72,Cash loans
8173,Cash,11,219,176,-54,POS
4640,Card,25,-122,106,-9,Cards
13840,Card,17,102,192,-58,Cards
836,Card,25,-431,60,77,Cards
2786,Cash,22,-448,223,90,Cards
13662,Cheque,22,-198,-254,94,Cards
3846,Cash,34,-213,214,80,POS
7363,Cash,21,376,-140,5,Cash loans
6951,Card,8,278,-104,-60,POS
7423,Cheque,35,108,-159,-72,Cash loans
8162,Cash,10,461,103,85,POS
12838,Card,25,-89,247,-8,Cash loans
1084,Cash,12,427,254,75,Cash loans
2905,Cash,33,-433,197,-39,Cash loans
473,Card,17,386,52,76,Cards
12060,Cheque,1,-180,39,67,POS
2828,Card,25,138,-229,74,Cash loans
7699,Cheque,30,110,289,-19,Cards
14153,Cash,34,-173,74,-72,Cash loans
2383,Cheque,7,-119,-145,70,Cards
248,Card,17,-413,-51,-6,Cards
11572,Cash,23,-345,-166,-81,Cash loans
6237,Card,4,375,145,-90,POS
5660,Cash,19,-62,-79,65,Cards
8481,Cash,21,342,-223,-60,Cards
11171,Cheque,17,277,195,-24,Cash loans
5636,Cheque,4,77,252,72,Cash loans
3999,Cheque,28,187,-158,-100,POS
3067,Cash,2,-46,137,-43,Cards
3247,Cash,5,-275,-280,-92,Cash loans
8321,Card,29,-21,-228,-100,Cards
974,Cash,16,-7,292,3,Cash loans
5060,Cheque,5,-4,-100,-47,Cash loans
5501,Card,27,-371,-287,66,Cards
10331,Cash,33,123,111,-96,Cash loans
7463,Cheque,4,176,114,42,POS
12860,Cheque,8,-57,172,-66,Cards
13830,Cash,15,159,250,-42,POS
9524,Cheque,23,308,-46,-11,Cash loans
13633,Cheque,20,44,-200,32,Cash loans
6858,Card,21,-423,257,-28,Cards
11692,Cash,30,58,-179,-5,POS
2507,Card,15,-301,188,-31,POS
8934,Cash,16,221,108,-59,Cash loans
7626,Cheque,12,55,76,-97,Cards
14286,Cash,32,-207,-87,-32,POS
14189,Cheque,16,314,-253,-86,Cards
12890,Card,5,326,-251,-26,POS
9118,Card,21,319,-169,76,Cash loans
12640,Card,35,351,235,-42,Cash loans
229,Cheque,20,-52,235,28,POS
8428,Cash,23,395,110,6,Cards
11122,Card,18,222,-187,34,Cards
11083,Cash,24,254,-167,-32,POS
7189,Cheque,13,-414,25,-88,Cash loans
2263,Card,32,-131,157,-78,Cards
6658,Card,21,213,-36,-23,Cash loans
512,Cash,7,474,-179,-15,Cards
11799,Cash,6,169,42,-93,POS
5799,Card,35,95,-260,9,Cash loans
14211,Card,5,-289,-207,-93,POS
14029,Cash,2,198,-287,24,Cash loans
14304,Card,31,465,46,-33,Cards
8124,Cash,5,-426,-279,58,Cash loans
14960,Card,18,391,41,16,Cash loans
10942,Cash,20,0,267,-48,POS
5942,Cheque,1,278,-273,29,Cards
9250,Card,22,-295,-206,18,Cards
7457,Cheque,9,-87,225,82,Cards
13374,Cash,23,210,-240,1,Cash loans
4169,Cheque,6,95,164,-97,Cards
5554,Cash,17,-198,66,28,Cash loans
11158,Cheque,19,-315,119,-11,POS
6267,Cash,26,368,52,10,Cash loans
1308,Cheque,11,-1,-157,19,Cards
13525,Card,18,-37,7,-53,POS
14006,Cash,22,-52,0,-8,Cash loans
13745,Cash,3,319,208,5,POS
13476,Card,28,134,-173,-86,Cards
11012,Card,23,27,252,7,Cash loans
8464,Card,31,101,105,-59,POS
6153,Card,23,173,-222,-75,Cash loans
1625,Card,4,19,27,-9,Cash loans
3035,Cash,4,152,-69,49,POS
12844,Cash,26,335,-73,-13,POS
1285,Cheque,20,81,23,88,Cash loans
13371,Card,19,-160,-268,-27,POS
5529,Cheque,26,202,-26,-69,POS
8033,Card,35,51,-175,-38,Cash loans
3370,Card,5,-213,145,-64,POS
13099,Card,10,13,-23,23,Cash loans
555,Card,1,148,40,17,Cards
8326,Cheque,22,209,-56,-23,Cash loans
5645,Cheque,11,128,299,-66,Cards
9443,Card,14,38,-93,-23,Cards
11571,Cash,17,54,-17,-87,Cards
6433,Cash,1,-100,19,-37,Cards
11183,Card,35,-462,-110,-48,POS
3876,Cheque,27,438,135,-99,POS
7945,Card,18,-116,118,74,Cards
9065,Card,4,203,-42,8,Cards
4468,Cash,18,-226,257,68,Cash loans
13027,Card,15,104,241,52,Cards
9855,Cash,6,-181,-144,-71,POS
4545,Cash,4,69,104,-49,Cards
11960,Card,18,-29,109,-16,Cash loans
5946,Card,20,-131,74,27,Cash loans
9598,Cash,31,-358,-200,-68,Cash loans
10674,Cheque,4,-134,68,9,Cards
8695,Cash,12,-206,16,3,Cards
1164,Cheque,29,-175,73,10,Cash loans
8689,Card,11,336,-288,-22,Cards
12599,Card,20,-327,281,-19,Cash loans
7675,Card,30,-202,-145,-38,Cards
10730,Card,24,20,257,35,POS
8375,Cheque,2,-390,60,-21,POS
7059,Card,2,-252,-41,99,Cash loans
2117,Card,1,-219,-215,-13,Cash loans
8983,Card,19,288,-225,-75,Cards
12601,Card,15,296,259,4,Cash loans
5816,Card,10,446,41,-67,POS
4644,Cheque,9,-476,230,-91,POS
10505,Cheque,2,407,-290,63,Cash loans
5992,Card,31,201,-101,-94,Cards
3821,Cheque,7,273,218,-62,POS
14413,Cheque,25,-262,-139,38,POS
5922,Cash,33,87,47,-88,Cards
2908,Cheque,22,296,250,-13,Cards
7446,Cheque,19,220,297,42,Cards
621,Cheque,18,-298,52,-14,Cards
1763,Card,20,-477,-268,-81,Cards
382,Cheque,14,-196,-58,8,Cash loans
8973,Cash,13,121,91,-89,Cards
1436,Cheque,28,443,148,-64,Cards
14719,Cheque,21,-266,-169,84,Cash loans
5066,Cheque,17,-243,-138,-85,POS
6471,Card,1,-281,37,-92,POS
1740,Cheque,25,-88,76,-50,Cash loans
11402,Cash,29,-277,185,-27,Cash loans
12050,Card,32,-310,267,83,Cards
6754,Cheque,19,-491,-268,-76,Cash loans
12713,Cheque,30,-374,105,13,Cards
14890,Cash,9,-489,32,65,POS
10418,Cash,1,-200,-94,-14,Cards
3004,Cash,18,-116,-259,-55,POS
10629,Cheque,4,331,141,26,POS
2306,Cheque,2,-377,-126,-11,POS
13577,Cash,3,-414,-195,93,Cards
12495,Card,16,312,197,58,Cards
1212,Cash,15,-406,-117,-53,POS
11750,Card,4,-241,-106,-7,POS
2193,Cheque,32,-172,-141,93,POS
11186,Cash,11,-303,-175,-77,POS
986,Card,14,423,215,60,POS
4011,Card,29,243,239,-31,POS
437,Cash,12,-168,253,-11,Cards
6723,Cash,27,-414,142,76,POS
11614,Cash,28,-408,-272,41,POS
7823,Cash,31,204,275,-69,Cash loans
6066,Cheque,2,-142,-188,27,Cards
7724,Card,10,486,-27,-13,Cash loans
14832,Cheque,13,-191,-188,-80,Cash loans
12742,Card,33,-345,199,-8,Cards
1525,Cash,25,359,-221,-65,POS
2177,Cheque,12,-290,40,-10,POS
626,Cheque,15,117,136,-97,POS
3932,Cheque,16,-372,73,-29,POS
2744,Cash,32,229,-256,-53,POS
11879,Card,27,-136,-57,-14,Cards
12649,Cheque,23,-42,136,-90,Cash loans
9652,Cash,32,180,90,-13,Cards
10656,Cash,32,-346,120,-55,POS
6295,Card,9,-197,-63,-97,POS
3034,Cash,1,-264,-141,-12,POS
9145,Cash,2,-45,275,-64,POS
13227,Cash,9,277,40,-46,Cards
7716,Cheque,28,-489,31,-98,POS
6911,Cheque,9,344,-99,-61,Cash loans
8373,Cash,28,-265,-180,-32,Cards
10068,Cheque,35,232,-3,89,Cards
5044,Cash,25,440,217,-77,Cards
8357,Cheque,31,-147,-4,-2,Cards
10451,Cheque,19,140,117,-96,Cards
13162,Cheque,20,-19,96,-10,Cards
13,Card,27,-159,-31,30,Cash loans
9341,Cash,17,369,67,92,POS
5312,Cheque,12,114,136,18,Cards
10324,Card,28,-448,-30,-9,Cards
9324,Cheque,14,-81,-39,12,Cards
8024,Card,10,-482,127,74,Cash loans
9440,Cash,23,-232,167,-29,Cash loans
11154,Cash,4,-264,233,-47,Cash loans
1228,Cash,21,-180,-154,51,Cards
9393,Cash,17,-67,187,-94,Cash loans
5062,Card,16,-263,283,-12,POS
14039,Cheque,2,56,-257,97,Cash loans
6464,Card,18,75,-208,-42,Cash loans
5841,Cheque,2,-96,236,-58,Cash loans
6431,Card,1,-66,-256,45,Cards
13214,Card,26,-380,219,55,POS
2724,Card,17,-443,222,97,Cards
4229,Cash,29,-320,-153,56,POS
10502,Card,25,-208,177,68,Cards
3097,Cheque,7,351,186,22,Cards
7169,Card,35,304,262,-93,POS
1015,Cash,10,-99,-150,-60,Cards
2369,Cheque,5,-433,151,-61,Cards
3930,Cheque,20,79,231,92,POS
11215,Cheque,32,-174,206,-82,Cash loans
8350,Cheque,16,317,-10,10,POS
13495,Card,6,-336,47,-13,Cards
14896,Cheque,30,-303,36,-19,Cards
13673,Cheque,17,57,95,95,Cash loans
6946,Cheque,31,-176,24,18,POS
2714,Card,33,203,22,-96,Cards
10971,Card,8,361,-226,-44,Cash loans
10854,Card,13,-165,243,-36,Cash loans
9142,Cheque,29,-227,200,-84,Cards
13941,Card,29,-465,221,-54,Cards
14462,Card,31,-479,187,-7,Cards
7422,Cheque,15,-77,266,80,POS
2022,Card,13,-109,-290,-24,POS
1082,Cash,18,-481,22,-10,POS
2466,Card,3,234,-294,54,Cards
9859,Cash,31,-135,9,-75,Cards
1276,Cash,35,-307,-22,40,Cash loans
13483,Cash,22,-66,2,-92,POS
1210,Card,30,140,134,4,Cash loans
13611,Card,4,389,-180,-60,POS
8106,Card,16,-314,221,85,Cash loans
732,Card,20,-96,-21,-80,POS
13683,Cheque,21,-438,-61,-42,Cards
249,Cheque,20,-129,188,38,Cash loans
195,Card,4,-444,33,-61,Cards
12011,Card,20,-203,-142,-42,POS
6189,Cash,14,-195,-283,63,Cards
7718,Cash,10,-209,-25,2,Cards
6163,Card,20,256,130,-44,POS
10302,Card,1,249,54,-22,POS
10184,Cash,25,-56,45,84,Cash loans
1769,Cash,1,-254,299,-71,POS
7187,Card,4,-106,-195,58,POS
4083,Cash,27,427,-48,70,Cash loans
7287,Card,19,-51,-153,-73,Cards
132,Cash,24,487,-159,-25,Cash loans
9264,Cheque,22,36,-129,-99,Cash loans
6258,Card,8,-298,-168,-88,Cash loans
5773,Cheque,10,-323,105,-93,POS
2461,Card,12,18,-267,-97,POS
3730,Cash,32,-11,129,39,Cash loans
431,Card,32,84,27,65,POS
6411,Cheque,3,-450,-187,10,Cash loans
3731,Cheque,25,-343,-70,-64,POS
1464,Cheque,34,-200,9,-76,POS
1153,Card,3,180,-260,-21,POS
8635,Cheque,3,332,-68,68,POS
3107,Cash,4,43,96,-86,Cards
3252,Card,3,-393,-286,-37,Cards
13392,Cash,15,297,-184,-59,POS
6977,Cheque,7,409,-176,-32,POS
12858,Cheque,7,302,-147,-9,Cards
14527,Cheque,28,-294,190,65,POS
8184,Cheque,28,52,253,-37,Cards
1623,Cash,10,444,-299,-52,Cash loans
466,Cheque,7,-327,-77,-37,Cash loans
10894,Cheque,15,-153,184,-20,Cards
13185,Cheque,25,188,270,-97,POS
3146,Cheque,17,208,-128,70,Cash loans
10994,Card,10,261,-59,-74,Cards
2680,Cheque,4,-356,91,-77,POS
13582,Card,25,-111,-242,16,POS
3891,Cash,16,219,21,9,POS
975,Cash,33,77,-214,-84,Cash loans
6625,Cheque,7,296,87,5,POS
8919,Cheque,4,425,268,6,Cards
2614,Cash,23,481,153,-49,Cash loans
14602,Card,33,173,-66,-9,Cash loans
6689,Cheque,13,-467,-191,13,POS
10222,Cheque,9,-251,3,-54,Cash loans
2375,Cheque,9,363,116,99,POS
6931,Card,22,-362,157,-81,Cash loans
5751,Card,35,92,-161,-65,POS
12906,Cash,16,-348,135,-94,Cards
5826,Cheque,2,81,-144,57,Cash loans
5750,Cheque,24,-92,168,-52,Cash loans
3396,Cash,2,-55,100,17,Cards
11728,Cheque,9,323,18,19,Cash loans
9528,Cheque,35,79,-155,-76,Cash loans
4691,Cash,26,-453,266,-82,POS
4866,Cheque,6,257,270,20,Cash loans
5630,Cash,23,256,283,20,POS
9038,Card,3,-367,74,-19,Cards
907,Cheque,12,-146,-7,-9,POS
563,Cheque,5,-343,116,50,Cards
12501,Card,8,85,-270,40,POS
11712,Cheque,18,115,-6,-54,POS
11116,Cheque,7,227,295,-70,Cards
10584,Cheque,25,74,125,23,POS
14343,Card,6,0,93,-80,Cards
2866,Cash,23,-211,48,34,POS
7152,Cheque,34,-277,193,-82,Cash loans
7419,Cheque,33,222,199,-24,Cards
1881,Cash,30,-346,43,-67,Cards
321,Card,30,446,188,97,Cash loans
10797,Card,20,-161,229,39,POS
2452,Cheque,25,-10,-157,78,POS
6798,Cash,32,371,-184,55,Cash loans
3579,Cheque,13,-66,-248,-77,Cash loans
1883,Cheque,4,-355,-244,-10,POS
10085,Card,17,270,103,48,POS
4508,Cash,28,97,-91,29,Cash loans
11767,Cash,35,47,-214,-15,Cards
1689,Card,1,280,49,-100,POS
8392,Card,15,-193,163,27,Cards
11498,Cheque,24,-270,143,41,Cash loans
11988,Cheque,17,-224,-180,-10,Cards
6208,Card,25,365,-83,-73,Cash loans
4772,Cheque,4,-131,4,70,Cards
1079,Card,34,-386,175,-41,Cards
11055,Card,22,-180,-263,-88,POS
7270,Cheque,28,459,-84,-20,POS
9808,Cheque,29,435,6,63,POS
10296,Card,12,222,-16,54,Cards
3237,Card,23,-365,18,-33,Cards
10117,Cash,32,177,66,-16,Cards
7907,Card,31,273,208,-31,POS
7926,Cheque,19,-364,164,53,Cash loans
4173,Cash,13,-36,-232,-35,POS
3475,Card,10,-214,210,-54,POS
14453,Card,21,333,-88,-90,Cards
14533,Cheque,12,-497,48,-99,Cash loans
8294,Cash,33,-144,115,-66,Cash loans
2675,Card,10,196,195,-70,Cards
10935,Card,2,358,220,-10,Cards
4166,Cash,11,-190,47,-16,POS
11526,Cheque,26,445,-6,14,Cards
3925,Cheque,6,14,162,-11,Cards
12068,Cash,32,-44,-294,-85,Cash loans
3919,Card,16,476,38,-47,POS
7843,Cheque,16,321,79,39,Cash loans
14086,Cheque,32,-238,280,-87,Cards
12348,Card,7,102,-124,45,Cards
9428,Cash,33,413,150,92,Cash loans
6102,Cheque,9,-138,287,-50,Cash loans
11607,Card,29,182,70,-58,Cash loans
6369,Card,26,309,3,66,POS
5771,Card,23,-188,-44,71,POS
9129,Card,1,-228,281,90,Cash loans
4276,Card,15,202,-203,30,POS
12618,Card,15,246,-253,-96,POS
3828,Card,32,421,-87,14,POS
6846,Cash,9,178,138,-17,Cash loans
7515,Cash,14,305,178,-61,POS
1914,Cash,25,-197,134,-94,POS
4575,Card,34,-57,-202,-58,Cash loans
6595,Cash,13,-248,-85,23,Cards
370,Card,5,-333,45,13,Cash loans
12879,Cheque,19,329,-45,-14,Cards
12259,Cash,31,423,166,71,Cash loans
8156,Cash,35,152,46,33,POS
6768,Card,33,-329,-106,-92,POS
8410,Cash,31,323,132,95,Cards
12827,Cheque,32,116,57,72,Cash loans
11225,Cheque,5,109,68,-94,Cash loans
3524,Cash,35,394,218,49,Cash loans
4007,Cheque,15,-160,-7,0,POS
9422,Cheque,35,47,111,15,POS
2450,Card,29,171,276,3,Cash loans
13981,Card,4,91,200,5,POS
5484,Cheque,10,469,60,-90,POS
12438,Card,30,-263,271,91,POS
8962,Cash,22,-493,85,32,POS
3215,Cash,5,166,164,99,POS
13871,Cheque,33,-75,-151,48,Cards
3118,Cash,22,-145,-125,-58,POS
3256,Card,15,-309,-237,71,POS
11069,Card,32,-451,89,20,Cards
13999,Cash,5,253,31,-35,Cards
13537,Cash,16,-349,219,80,Cash loans
1730,Card,5,-303,15,27,POS
2104,Card,29,208,14,29,Cards
3569,Card,28,-361,-22,-49,POS
5451,Cheque,15,-349,39,69,Cards
10024,Cheque,30,490,98,30,POS
13519,Cash,7,-264,-63,-2,Cards
2951,Card,11,-451,-77,-65,Cards
13180,Cash,31,-67,-118,-81,Cards
7038,Card,10,245,-237,-44,Cash loans
6714,Card,25,-46,-95,39,POS
9476,Cash,15,-312,181,43,Cards
12124,Card,14,-453,24,11,Cards
127,Cheque,4,-420,-217,-10,Cards
7806,Cash,30,194,-242,57,POS
7497,Cheque,25,-116,295,-68,Cards
7458,Cash,31,-195,-249,-4,Cards
8728,Cash,2,-305,-166,-23,Cash loans
9457,Cash,24,213,-191,73,Cash loans
2536,Cash,20,24,-119,16,POS
8474,Cheque,13,436,150,-95,Cash loans
5227,Cheque,17,-277,138,-31,POS
12791,Cash,16,-316,-243,77,POS
11877,Card,16,-473,53,-7,POS
191,Cash,26,-57,-226,-99,POS
724,Cheque,8,-292,77,87,POS
4900,Cash,14,-339,-22,-82,POS
10430,Cheque,21,284,274,10,POS
10385,Card,20,-207,-285,-26,Cash loans
14796,Cheque,20,-194,-252,13,Cash loans
846,Cash,6,357,-64,65,Cards
687,Card,30,-433,118,66,POS
6910,Cash,8,-241,-58,93,Cash loans
10596,Card,29,-332,81,-10,POS
1460,Cheque,29,-82,-246,67,Cash loans
10019,Cheque,3,228,191,33,Cards
11934,Cheque,2,-445,-201,-58,Cash loans
3588,Card,9,265,133,48,POS
13341,Cheque,21,469,-146,-38,Cards
14305,Card,25,233,-183,-100,Cash loans
8277,Cheque,2,-181,-129,-45,Cards
13390,Card,5,-224,-193,45,POS
5404,Card,5,39,-45,14,Cash loans
13498,Card,22,213,-281,-7,POS
6823,Cheque,28,66,-84,-63,Cash loans
13690,Card,15,227,-179,88,Cash loans
7679,Card,33,48,-245,-44,POS
6558,Cheque,31,484,-70,-98,Cash loans
6585,Card,22,248,121,66,Cards
11464,Cheque,3,3,159,-54,POS
7212,Card,4,-306,278,-41,Cards
2742,Cash,17,-107,261,-21,POS
4737,Cash,9,-183,143,-83,POS
2048,Cash,21,364,259,81,Cards
7751,Cash,11,472,280,46,POS
8070,Cash,20,-322,-16,-90,POS
3153,Card,12,-259,-242,-37,Cards
4876,Card,24,-19,288,-11,Cards
9338,Card,23,389,205,9,Cash loans
33,Card,26,351,-207,76,Cash loans
10352,Card,28,222,63,-33,POS
6562,Cash,18,-59,5,22,Cash loans
9664,Card,21,-265,11,12,Cards
13758,Card,19,-448,248,36,POS
11966,Card,9,214,-124,37,POS
12726,Cheque,9,-362,-172,-44,Cards
2579,Cheque,33,235,-50,-58,Cards
8520,Cheque,18,-144,113,-44,Cards
10923,Cheque,30,33,-240,92,Cash loans
8841,Cash,34,-165,-56,92,POS
2745,Cash,3,174,-263,-38,POS
1579,Card,15,-121,141,-80,Cash loans
6844,Cash,22,-209,-1,61,Cash loans
10240,Cash,21,-391,164,-99,Cash loans
10664,Cheque,10,16,-293,-85,Cards
1915,Cash,3,43,-187,-83,POS
11335,Card,8,-167,-66,79,POS
13994,Cash,5,58,132,67,POS
4204,Cheque,22,-282,219,-99,Cash loans
9488,Cheque,23,-142,-168,-17,Cash loans
6879,Card,3,402,-94,-78,Cards
7085,Cash,24,-360,17,22,Cards
10919,Cheque,15,321,53,-35,POS
5357,Cheque,10,62,-62,-57,Cash loans
7729,Cash,18,-248,260,-71,POS
2284,Cheque,24,-472,-90,-5,Cards
12691,Card,30,266,-34,-67,Cards
11092,Card,11,203,8,-75,Cards
4698,Cheque,7,-448,137,-46,POS
1576,Cheque,22,53,-140,-32,POS
950,Card,18,143,-187,41,POS
2971,Cheque,12,156,-35,90,Cash loans
261,Cheque,9,-142,115,-37,Cash loans
9794,Cheque,5,52,-147,57,Cash loans
13404,Cheque,30,-263,-105,42,Cash loans
874,Card,3,-132,242,95,POS
12075,Cash,16,130,-77,-71,POS
13144,Cheque,34,410,-198,-27,Cash loans
6565,Card,12,-20,-95,82,Cards
1536,Card,26,-107,-32,-37,POS
814,Cheque,20,-313,-190,-76,POS
6142,Card,12,194,147,-71,POS
11482,Card,11,-256,230,48,Cards
9540,Cheque,28,-346,35,38,Cards
289,Cash,21,465,-67,58,Cash loans
13002,Cash,23,-466,-258,-12,POS
859,Cheque,4,-3,190,-73,POS
7532,Cheque,7,285,-105,-39,Cash loans
14132,Cash,20,68,-235,-23,Cash loans
