SK_ID_CURR,SK_ID_PREV,CNT_INSTALMENT,MONTHS_BALANCE
102810,405,5,-30
102840,10570,12,-61
100588,11715,17,-66
110612,9793,18,-4
104777,9605,18,-11
102308,6138,19,-60
101043,14699,16,-1
109351,3919,3,-39
101683,4041,2,-36
101282,7405,12,-14
105287,10254,3,-88
100901,11104,12,-83
102881,6544,16,-35
113260,234,16,-75
111944,7350,7,-82
100385,7647,16,-92
110355,2969,9,-84
103182,4037,3,-66
101257,658,12,-8
112652,9424,10,-86
107643,9556,15,-1
108388,12829,6,-96
109076,13300,12,-47
109448,5906,6,-7
111310,532,13,-24
105020,3602,13,-61
108100,4342,1,-44
103748,1340,2,-14
114858,12905,17,-68
107073,9320,17,-90
109397,8279,15,-64
111339,9173,14,-18
100873,14246,14,-40
113489,3362,13,-55
100387,5994,11,-77
105082,12292,17,-82
109193,2703,18,-32
109302,7298,2,-77
108430,6553,12,-10
102008,9387,19,-38
109899,3545,11,-79
103217,7479,5,-53
102021,1011,19,-95
112551,13647,16,-42
104426,11016,10,-44
104268,776,5,-50
110195,14723,6,-16
105531,277,2,-79
113479,977,18,-14
104840,8176,15,-23
112346,5341,3,-97
109659,11291,4,-74
106684,6243,14,-11
109788,4504,13,-16
107501,2008,16,-95
108487,3476,2,-79
103997,8024,11,-41
101428,747,10,-95
101735,8206,11,-62
100500,8068,17,-72
106978,13798,7,-2
111734,14878,19,-20
108250,2895,13,-61
105239,12988,10,-49
104987,13981,14,-77
107730,11875,15,-69
107837,3175,15,-89
104803,13303,1,-82
100858,5427,1,-85
109929,3997,1,-79
105356,14779,12,-59
100145,12183,11,-47
114616,2892,7,-25
107513,314,16,-79
101365,1469,4,-82
104953,12608,18,-42
111645,7298,19,-16
112462,9029,7,-73
112666,5594,14,-55
104968,6228,12,-23
101807,10006,10,-40
109827,10820,12,-40
105165,2878,10,-72
113917,14672,3,-69
102036,978,13,-1
110883,10021,8,-11
105418,369,8,-79
109503,9483,17,-91
100700,8459,13,-69
107806,10773,9,-72
105779,8700,7,-85
114498,13430,1,-68
110233,737,8,-99
110776,804,19,-82
113313,6217,19,-2
113622,6396,5,-88
110463,4885,6,-81
112395,728,16,-93
112518,13666,13,-44
108477,5573,16,-72
106163,8006,12,-79
111410,2083,4,-56
109800,12158,9,-7
113360,10293,6,-9
114414,6982,2,-2
114450,6219,14,-11
106727,6145,15,-73
106595,10681,11,-91
100398,14063,16,-46
110012,11947,10,-43
104412,6968,10,-23
107760,4432,9,-20
103265,3293,8,-95
113869,14039,15,-44
108143,1009,1,-8
110044,3332,14,-90
100273,5663,17,-21
105355,12590,11,-95
104050,8465,2,-26
114154,864,5,-7
100769,11702,17,-89
102564,9261,14,-55
105605,3825,3,-97
110996,3435,19,-60
105787,12255,15,-95
104025,11456,13,-36
110361,14306,1,-37
113345,10982,15,-16
100080,8757,17,-41
103514,9317,19,-61
109714,2880,11,-94
105064,5562,2,-32
101692,13633,9,-43
106695,13536,6,-88
102027,1738,1,-11
106152,3743,17,-40
109983,9559,7,-28
107272,3403,15,-86
110481,4847,11,-45
102921,9945,16,-52
109428,8111,8,-35
113009,10405,19,-71
107219,1460,6,-93
102925,7038,11,-65
108032,9075,8,-67
103384,283,4,-19
110880,4289,3,-99
107972,2092,4,-6
100840,12557,7,-78
107308,2628,8,-57
109979,2867,15,-72
112785,12692,15,-30
101126,6471,11,-81
107709,14265,5,-34
111915,323,19,-99
100917,4197,10,-2
112170,8428,15,-60
103707,6230,8,-92
114776,6916,10,-19
100939,405,10,-18
103577,7649,13,-37
107557,6711,14,-63
103626,14720,1,-3
101629,4323,12,-88
105379,4668,11,-90
102172,4533,4,-37
100307,3721,2,-21
104370,9106,10,-37
107038,6349,12,-96
109727,4306,1,-73
101550,2089,10,-37
107532,8399,13,-14
106908,11490,14,-31
110940,14580,11,-18
109872,9781,4,-85
107342,2514,15,-61
101470,15,11,-94
107387,14470,12,-94
102076,5328,17,-1
109357,3129,9,-83
105695,2647,13,-98
113227,651,5,-19
114299,2694,1,-62
110109,7275,6,-8
106061,14960,16,-82
100033,4090,16,-20
108126,4381,3,-66
106909,6268,19,-52
106460,8205,13,-77
106826,10116,18,-54
113771,505,7,-80
107951,1306,4,-13
107103,7568,8,-98
111564,2773,4,-6
106452,9707,8,-80
106652,2074,5,-52
107811,7728,3,-20
113307,13562,3,-75
104913,9218,17,-20
101731,7358,18,-32
109060,11193,19,-48
104888,481,17,-99
113448,2502,5,-63
113033,843,11,-95
111375,8403,7,-25
109796,116,16,-16
108138,11795,1,-92
108366,11255,17,-94
113048,13467,6,-53
108836,13035,18,-72
101468,6662,2,-21
112335,10775,6,-65
107126,10619,3,-59
101483,6004,15,-1
110359,9366,6,-85
113842,6002,17,-87
111230,8129,19,-79
107257,2539,5,-62
108787,8390,3,-91
112581,3639,4,-50
102811,852,7,-98
104139,6385,1,-80
100478,351,5,-44
102831,5818,7,-3
106284,534,2,-20
107268,12056,5,-33
107145,1433,1,-30
111413,5000,7,-30
114110,13528,19,-6
106522,8574,6,-65
106893,13365,3,-69
111495,4848,1,-100
100687,14010,11,-91
112997,1340,7,-14
111584,4681,13,-78
111697,8235,8,-83
100584,14273,14,-62
114523,10131,4,-87
112737,5948,14,-50
112262,8764,6,-83
110643,12494,9,-57
103163,12077,15,-37
110789,9256,4,-62
114549,1958,2,-30
110596,12028,5,-41
100702,3987,16,-13
100260,5111,17,-13
107861,630,4,-61
100839,12760,15,-59
112389,666,18,-27
112804,10679,9,-80
113603,14817,6,-87
108085,14096,9,-93
102838,13943,11,-87
113492,10045,5,-84
107547,1755,10,-69
107109,5858,12,-77
110681,9869,16,-75
104071,14817,7,-95
100553,6611,16,-10
104799,14205,11,-3
109777,12882,6,-91
101807,1880,3,-99
102724,8238,12,-19
108811,12557,5,-25
111129,6622,16,-36
104321,5267,15,-50
100105,8801,1,-56
113755,4323,13,-31
101226,14577,10,-74
101323,12109,17,-69
100842,249,9,-44
109689,7739,1,-77
104649,14477,6,-97
109554,2451,3,-69
106424,9851,4,-31
104314,10376,14,-26
101258,13220,1,-42
113547,6406,6,-27
109283,10042,4,-61
108682,12235,2,-95
109537,973,9,-44
114663,11727,13,-56
108486,5088,4,-49
102596,13942,5,-8
108229,6837,11,-52
110442,9547,6,-16
110068,4813,17,-7
109446,5444,5,-82
107640,12099,5,-41
103317,8624,17,-90
110075,13425,19,-31
105256,4837,17,-58
105532,9580,4,-21
109801,8936,12,-43
114792,6716,16,-32
103393,12370,4,-24
112675,3482,10,-36
105086,13273,17,-12
107586,8572,12,-98
104604,7484,17,-86
112478,11080,15,-74
104037,4958,10,-67
110901,8626,17,-28
114230,2392,6,-77
114971,11677,4,-64
111224,6277,8,-67
111330,11841,13,-44
105279,10768,8,-68
114806,4684,7,-69
107789,215,10,-25
112969,9683,16,-41
109697,5206,10,-22
114992,2257,7,-88
109828,8572,12,-33
102313,4099,5,-47
108881,3636,16,-90
100359,14710,5,-42
106050,14142,4,-79
108934,4320,3,-24
108282,2702,5,-33
112139,11520,3,-1
101716,14517,14,-35
113263,5516,9,-62
111995,904,3,-65
103985,2775,4,-10
102728,11815,1,-93
105857,11265,10,-17
107734,7176,2,-9
101566,6477,10,-82
105181,10890,5,-18
107499,12492,12,-56
102364,11111,18,-83
111712,12921,10,-37
102234,5635,13,-28
104836,10852,16,-13
100267,9710,8,-82
104234,11430,3,-29
102145,13873,17,-43
111697,9092,7,-17
100487,14622,4,-73
106186,13106,2,-68
103586,5957,12,-27
106570,9647,10,-53
110049,7821,10,-8
105509,9025,8,-82
109843,14396,11,-13
100647,12511,15,-55
113753,5851,1,-50
101928,14686,6,-80
105076,12642,11,-87
110250,10911,2,-44
114662,1338,7,-26
109363,5597,6,-57
111377,8213,3,-11
104170,3792,6,-62
111470,8459,11,-52
104116,11263,2,-88
101347,11288,1,-31
104386,12497,4,-54
110945,14755,19,-22
102158,13431,12,-36
113844,10886,2,-15
111117,10214,15,-1
110523,3195,19,-56
110443,10178,18,-17
114960,14344,9,-4
104257,1730,15,-68
104543,13176,1,-46
110701,2333,2,-58
105056,7148,14,-78
103492,1873,15,-25
105244,2871,8,-24
108883,2967,10,-66
108649,1344,18,-53
108598,3989,14,-89
102835,13867,11,-58
114109,9522,12,-16
108693,10702,10,-4
110912,14747,13,-1
109071,14985,5,-26
108747,13975,6,-60
106089,12041,6,-74
112793,215,7,-99
110013,1437,18,-55
112848,6427,8,-71
110582,13361,10,-8
103425,14150,9,-83
108078,12950,1,-55
112220,14843,11,-57
108148,3960,6,-19
110433,10118,4,-64
104412,3226,1,-94
113089,11543,8,-86
110760,28,5,-7
105350,7268,18,-3
114983,8246,15,-83
107618,12589,10,-77
108991,10718,11,-49
105231,3124,16,-18
108353,2116,7,-90
104339,9909,6,-77
113012,7979,2,-22
105755,4594,7,-40
111588,13801,3,-22
112504,7397,5,-94
107177,13533,11,-4
111511,6070,11,-59
106506,7333,9,-82
105559,8086,11,-63
103846,309,17,-10
101114,9335,1,-54
108913,13486,18,-38
110912,12598,11,-82
104578,2827,2,-10
105024,13243,6,-7
100895,4600,15,-40
103942,13015,9,-57
106276,2103,1,-19
108001,12776,2,-69
104486,3825,16,-43
107299,4091,1,-96
105956,709,14,-72
106846,4988,5,-46
103378,8681,15,-38
105543,5745,17,-54
101999,2390,10,-55
105288,7981,8,-41
103027,11024,16,-62
108708,3819,6,-79
109987,14789,13,-81
106629,8024,5,-30
113622,8631,17,-17
108810,14561,8,-35
107543,1133,6,-21
114490,2440,4,-2
111668,4317,6,-73
109294,13620,16,-62
111561,9690,16,-89
112766,2471,19,-72
100542,13479,4,-18
109997,13800,10,-79
110248,6651,11,-54
104007,3313,8,-15
114507,12021,5,-31
103591,4431,13,-65
105791,10581,2,-26
103095,728,18,-19
105123,2732,4,-46
107319,6108,5,-89
100818,10882,13,-34
101460,13313,13,-41
107748,8508,9,-74
103285,11076,8,-18
102106,9585,1,-100
114069,4378,1,-16
107404,14554,10,-68
112416,11872,1,-47
103741,1959,14,-22
108198,14858,14,-36
104354,13472,19,-63
100448,2872,13,-94
100991,1226,11,-54
103989,216,6,-54
104817,2796,16,-55
110428,9720,10,-22
107714,6453,16,-50
109782,9632,19,-75
106706,12529,11,-27
112948,4200,8,-63
107010,8503,12,-21
102944,1728,6,-35
108155,11954,12,-54
109357,971,10,-80
100367,13925,12,-3
110544,11849,10,-41
100943,8623,7,-41
106991,701,10,-24
110061,6434,5,-1
109079,13589,17,-29
100543,1272,8,-5
109069,8870,12,-98
104687,12364,2,-51
114402,13502,10,-11
100599,9350,11,-44
109525,12267,13,-16
103942,13838,6,-42
110380,860,15,-39
113578,2081,15,-23
102921,14173,6,-47
112281,9466,16,-33
107841,14839,5,-14
112185,13724,5,-28
101466,13070,19,-50
108238,5343,1,-75
108993,12502,5,-71
110014,3828,15,-30
101747,946,11,-23
100455,14001,7,-41
104564,2634,12,-1
107713,5787,4,-34
102127,8656,14,-67
109652,12942,7,-6
114227,8385,19,-93
107494,2260,3,-34
105851,7841,10,-95
110002,6108,12,-20
109537,14321,4,-82
100864,8994,16,-15
105437,11934,12,-85
111664,5399,19,-88
100688,14453,10,-26
110287,10858,17,-89
109040,2766,16,-40
114956,3054,7,-39
112120,11443,17,-18
113283,561,16,-35
106325,7476,12,-24
104889,2122,4,-52
114610,7218,11,-42
112087,1500,9,-81
112757,1557,11,-2
107772,7699,18,-54
104809,1569,8,-59
105247,5063,7,-31
109020,13464,5,-71
106458,1336,1,-7
113488,7232,18,-48
113230,8099,19,-29
109747,6311,11,-46
100157,13008,2,-42
108824,10155,18,-32
101463,13526,15,-18
105222,1063,9,-1
111021,8538,13,-12
101133,9486,9,-36
110285,2419,16,-33
108323,10435,11,-5
101219,7877,1,-38
112021,5448,19,-24
100657,13012,4,-52
107212,12598,2,-92
111101,3480,10,-8
103063,370,11,-92
111152,8796,13,-63
113433,13199,8,-97
101675,5053,5,-54
101950,8549,9,-6
112484,11567,17,-46
108138,13516,1,-30
112341,5508,17,-94
107582,6388,6,-42
111366,4589,16,-68
114510,12084,7,-48
101824,14232,12,-80
109687,14525,5,-10
104279,5745,4,-32
106144,607,18,-46
103729,6810,19,-35
103991,2931,10,-98
113933,5582,11,-89
111099,12226,4,-95
103849,1612,4,-36
113392,12620,7,-86
102731,12508,3,-33
110575,14607,7,-96
102921,6619,11,-87
105085,8868,1,-55
114611,1013,5,-11
103619,4812,5,-55
101497,3408,4,-11
110941,14337,8,-82
114937,7883,18,-16
104669,13326,19,-83
109900,7442,19,-60
100052,3975,13,-70
110341,13668,3,-69
101291,5775,8,-35
106692,12787,1,-77
114897,13061,10,-76
106281,13555,9,-45
113967,12770,1,-29
108328,13841,18,-93
112875,7893,10,-55
103518,3042,4,-31
108313,14256,5,-51
107681,13813,2,-85
112907,6614,9,-18
106507,6827,8,-97
112771,1922,4,-29
100138,13267,7,-16
110217,4168,10,-29
112221,11793,12,-21
102768,1654,12,-62
101390,5568,4,-95
109377,9821,13,-80
113664,8701,5,-16
101289,2793,12,-94
105287,8840,14,-52
111158,11946,17,-38
105722,18,1,-24
100168,6792,1,-54
110068,4365,18,-47
111745,3283,2,-6
104472,3773,10,-15
107076,8779,2,-60
103904,9624,7,-35
102870,2584,10,-13
114822,9043,14,-87
100253,4098,17,-29
108022,4223,4,-92
113078,2517,5,-77
109585,4983,9,-48
113226,9902,8,-6
102130,9631,3,-42
114300,4730,8,-2
102760,8091,14,-88
111313,4598,18,-39
102832,10876,4,-18
107862,521,14,-74
110018,9610,14,-63
101463,3414,5,-97
110980,9976,6,-50
112225,9743,5,-17
107392,3197,3,-62
105940,9793,1,-71
107688,8079,4,-10
102413,10367,17,-25
109264,9175,13,-36
112565,7661,19,-56
100057,13290,12,-89
111133,13203,13,-99
111112,2772,17,-60
113636,2465,18,-24
106115,767,3,-95
109072,12867,8,-26
112136,10734,10,-75
106721,4407,16,-73
113080,2215,2,-40
108076,7234,5,-1
108602,1440,18,-10
109032,13858,17,-12
104011,8069,1,-12
103342,1639,5,-91
114227,12711,15,-23
114331,13338,10,-21
111938,4780,11,-69
108532,14838,18,-62
106023,9700,8,-63
106763,14537,4,-47
111639,1263,9,-58
103772,10732,5,-79
104344,8377,2,-20
101520,7389,6,-92
113673,14144,11,-42
101414,3014,12,-7
110510,11081,16,-43
106114,10531,19,-15
106013,9258,11,-94
100384,5463,12,-93
103397,5054,17,-35
112519,8357,13,-94
111398,11916,10,-66
101813,6847,19,-63
112989,11878,18,-3
101242,5768,1,-36
103354,8102,8,-19
106105,10572,10,-40
114520,10113,10,-4
101776,7214,4,-96
112346,6570,19,-53
104153,14425,18,-92
112093,11665,12,-34
100413,7125,7,-35
108955,4099,12,-76
106742,12880,5,-77
107302,897,17,-20
112869,2860,18,-25
104539,5468,3,-9
100160,2492,16,-26
114802,6482,17,-98
109835,10824,5,-22
108352,5832,15,-77
107726,330,2,-12
108545,6883,10,-35
101727,5811,12,-93
100420,9694,4,-40
106452,11742,9,-7
107549,1233,10,-61
100992,11614,10,-71
103143,11403,17,-83
101447,10847,8,-67
105475,13907,9,-46
105770,1441,15,-45
109690,3000,10,-56
100554,5503,11,-29
110331,8534,11,-45
101077,10886,17,-63
109208,13289,3,-55
114470,5682,6,-25
101060,12617,12,-33
114487,14138,6,-69
105343,1603,14,-99
100973,1115,1,-59
111549,4086,6,-13
112286,3510,11,-56
102443,12458,8,-87
105501,5461,5,-29
109695,9054,9,-56
110103,7076,5,-96
105064,14602,13,-45
103958,7317,4,-96
111979,6909,1,-79
102486,1629,16,-29
108228,13589,6,-26
107631,5358,12,-57
114497,12063,1,-5
108784,12429,13,-73
106951,11508,7,-81
110187,478,8,-49
109385,11597,16,-39
113383,5807,2,-73
111958,3318,4,-30
103938,7294,1,-58
108375,423,3,-46
111289,9425,5,-39
110777,11829,4,-70
109432,7069,5,-54
112539,6677,17,-72
104338,13675,2,-93
106395,3153,3,-4
111775,124,5,-53
100803,3360,2,-46
110498,11999,3,-61
113260,1330,5,-62
104049,9200,15,-42
111492,5017,13,-94
109186,13618,1,-50
104298,12255,15,-69
104493,14648,19,-91
107496,13545,19,-73
113456,9601,19,-80
106659,6676,16,-83
111474,14156,13,-9
102141,12479,17,-19
102537,1598,16,-4
109093,14198,5,-26
107949,13262,12,-12
107960,12834,12,-31
112594,14427,17,-94
109354,12370,18,-21
114674,5824,14,-6
112716,12690,13,-15
108080,7023,3,-14
102598,14241,15,-74
114379,13867,1,-15
113231,13690,10,-37
104980,13225,15,-45
107916,13099,10,-98
106526,4204,17,-26
109344,9990,15,-24
107962,8327,5,-24
114278,14598,18,-97
111513,9362,19,-64
107256,6779,4,-84
114735,11109,12,-5
111900,6621,18,-90
102797,6062,14,-100
114338,1945,12,-70
106205,11535,6,-47
112742,2650,1,-58
101912,13507,14,-70
107783,11571,10,-91
108999,12832,18,-19
113272,11474,14,-16
101006,1427,16,-17
108753,7707,16,-76
107297,9547,6,-47
110866,12,12,-70
108554,1990,9,-95
104144,2234,19,-83
114995,730,7,-98
112248,11161,7,-85
100428,1896,5,-75
114001,2246,4,-10
100724,9113,16,-43
113268,9089,15,-92
110208,3730,8,-62
101637,6872,3,-87
107141,4897,2,-21
110033,2127,4,-74
109674,2161,1,-48
103498,11680,16,-32
109750,6460,13,-16
108660,8416,19,-92
100512,8036,6,-86
108756,10712,19,-71
109227,8214,16,-67
100579,10764,6,-62
113224,7495,7,-26
106445,4420,19,-66
101507,2357,15,-91
111600,3400,11,-84
109946,11317,9,-84
110958,11097,15,-93
106271,4259,9,-93
101592,14959,16,-68
108523,7544,7,-90
104796,3009,17,-16
112227,9632,14,-91
102569,12952,17,-24
106896,6687,8,-37
113380,11820,9,-81
106753,9357,11,-55
105240,4330,2,-93
109067,2868,14,-24
100518,6949,7,-51
104592,13717,13,-39
110399,13376,12,-24
104312,14241,3,-22
100528,14783,3,-63
110783,2860,16,-32
111393,6001,7,-51
104683,6421,16,-87
103376,13242,2,-86
108513,11388,12,-38
112044,885,2,-38
102972,10235,9,-11
108038,4495,9,-76
109940,12747,15,-81
101774,8892,12,-13
106431,13207,8,-66
107041,11658,19,-14
105124,12207,8,-40
108158,12626,14,-49
104622,8446,3,-67
110065,11660,17,-64
101471,1854,18,-28
111455,10386,19,-90
114059,10593,4,-11
110355,12381,2,-45
114290,3599,13,-55
106182,7485,1,-29
105704,11189,5,-18
104564,14897,11,-86
106374,4239,7,-27
102792,10996,7,-58
103143,12564,12,-58
110934,3233,10,-87
104956,12598,10,-90
106165,10047,6,-4
112657,3425,3,-20
101481,9670,19,-12
107245,347,15,-74
105542,1462,11,-48
103262,6157,4,-7
109343,13814,14,-34
114281,1662,4,-35
102194,4651,7,-37
103646,7578,19,-15
101324,90,17,-74
110418,7359,19,-18
112429,11042,19,-28
101322,1940,4,-84
100017,12548,2,-64
112005,9502,19,-4
104396,3901,1,-32
107105,8651,15,-74
104692,13407,12,-41
106611,14256,2,-93
100642,8921,18,-2
100944,2510,19,-7
112480,1988,18,-65
104115,4462,7,-57
114591,2339,6,-94
113007,1826,19,-36
108274,4203,1,-53
102594,4316,17,-17
108690,5706,10,-89
114985,11493,1,-51
109763,12242,14,-35
107218,12905,13,-19
113082,6347,13,-75
112472,9842,9,-9
101632,8754,10,-88
107532,1123,15,-41
108024,5794,13,-49
113898,2963,17,-6
105509,6124,8,-41
110015,11739,5,-4
108342,9126,19,-76
114855,9708,13,-68
114246,12396,6,-83
113839,11600,13,-67
109786,8645,8,-59
105463,10839,4,-77
101911,12888,2,-24
107701,8159,9,-22
101889,3264,10,-21
113077,3657,4,-86
114340,7959,16,-58
101030,5570,11,-67
113201,12587,13,-44
107554,6013,19,-47
103680,8305,5,-69
104329,14414,8,-11
109782,13313,8,-22
112448,4545,5,-25
101743,14087,11,-91
114079,2485,12,-14
111061,1415,2,-61
108165,9500,18,-23
110079,5232,12,-74
109868,2919,16,-10
103795,5645,6,-51
106796,11951,13,-77
112222,9021,6,-29
101764,12769,17,-28
101846,10170,16,-91
105660,12054,17,-58
106012,7575,16,-85
112523,3901,11,-7
110579,12578,3,-78
111775,13156,10,-27
104955,4939,13,-22
101920,11524,19,-7
111466,11523,4,-31
112897,5574,11,-74
108209,6897,19,-37
104374,2980,8,-43
114514,9365,11,-84
101559,3918,7,-22
101884,4303,12,-61
113118,3619,7,-46
113084,10731,1,-16
112161,12583,13,-10
111640,7155,7,-37
102103,10753,14,-1
106250,8942,13,-60
104266,3496,6,-22
110997,14827,10,-88
111235,3518,9,-49
112171,13102,9,-4
104844,7017,1,-59
104594,5484,14,-62
108931,3349,10,-61
105200,11504,19,-37
105826,3248,4,-84
109802,14172,13,-72
106761,2250,13,-4
109620,6003,14,-59
110081,5250,19,-4
114253,12569,10,-90
105820,2827,3,-98
114020,5035,13,-26
114295,4084,9,-45
111725,2298,13,-59
101174,14752,9,-39
114989,9228,15,-55
101289,684,6,-34
104155,20,18,-68
113179,3017,18,-52
110945,2731,2,-92
106062,3285,9,-32
103602,1296,9,-60
104581,1795,3,-63
110713,14237,12,-73
101151,9146,1,-82
100553,4833,3,-15
103748,10877,12,-21
109454,4788,19,-31
109690,10018,16,-58
113909,1348,3,-24
110879,13656,4,-42
107531,6156,14,-66
112786,4791,7,-31
112156,14460,15,-23
100094,14772,18,-74
104506,11290,5,-93
110961,4897,17,-56
102895,5137,15,-37
104063,12969,17,-47
108406,405,18,-19
111264,3183,19,-71
114667,8179,8,-48
100293,1984,5,-94
114251,4888,7,-13
107015,12436,15,-64
103799,7689,3,-81
109014,419,5,-51
101712,14810,10,-51
103629,14970,3,-67
103111,5511,14,-61
113870,13550,2,-27
105207,14316,12,-35
106347,2646,13,-11
112503,2488,1,-3
112833,8067,10,-70
107998,1358,2,-40
111979,11244,3,-21
100678,9185,16,-43
113469,8484,5,-100
114941,607,13,-70
104529,10314,6,-87
105939,538,10,-90
105308,4967,4,-31
111630,13407,14,-55
102036,10553,10,-59
106162,6859,4,-75
108382,7762,1,-76
101931,3993,16,-65
108964,3655,17,-86
106970,12267,13,-92
114159,10039,4,-45
102254,10445,7,-75
109211,13714,8,-95
103419,13652,1,-94
101092,9663,7,-85
102367,484,5,-83
107127,10655,17,-47
109752,9743,10,-39
103330,7936,9,-83
105129,11371,15,-7
111446,14171,8,-31
110910,8026,15,-69
102997,11412,10,-22
100281,10592,5,-10
104151,14954,15,-3
100345,10826,7,-75
101294,8271,16,-71
106093,4254,12,-7
104414,1306,14,-61
109354,111,18,-4
109278,13773,3,-53
101775,14837,11,-8
114588,4716,6,-48
110052,317,12,-89
109422,6027,18,-31
103963,14918,16,-3
102224,11781,12,-32
102191,2930,8,-59
107146,6527,5,-34
114979,7050,15,-96
111062,5748,6,-24
104898,520,18,-42
113917,2414,11,-15
105649,13506,4,-26
113268,6918,4,-79
104355,3800,8,-37
113624,12255,1,-28
112174,11888,12,-51
108384,10927,10,-41
104271,2866,5,-69
111604,9015,2,-23
108419,9791,9,-40
111354,9942,18,-60
109296,9692,14,-41
113292,12940,9,-40
102645,8154,2,-50
109816,9601,16,-50
101734,13127,16,-25
103692,14084,2,-56
103844,13506,19,-49
104401,5049,8,-87
101393,10697,16,-16
101164,10781,6,-19
107898,7106,17,-66
106967,11996,2,-12
102071,11981,10,-95
107212,3720,12,-42
103099,13606,14,-90
109135,12282,13,-2
106440,466,19,-79
102111,12574,16,-10
104313,120,4,-38
106732,4883,17,-64
111723,14377,4,-53
114886,12513,5,-28
110595,5474,2,-35
112479,7413,10,-17
100039,2486,14,-4
108269,8263,4,-16
108796,11718,13,-51
101018,13410,15,-11
106562,9387,12,-63
100626,12099,9,-89
107273,6843,15,-35
100149,4576,2,-79
102347,11204,1,-43
101627,10171,10,-21
105218,1659,2,-47
101518,4674,17,-65
113727,3933,9,-92
113499,9534,14,-36
111713,9306,17,-4
103749,5836,5,-25
111133,3203,19,-18
107647,6943,16,-35
101085,3178,2,-40
107934,6656,8,-96
113222,3542,1,-89
105340,6841,10,-33
107508,5131,13,-40
104138,4180,2,-25
111302,8836,15,-96
113244,3740,6,-61
112947,4055,9,-88
113303,10159,16,-72
108908,1305,2,-48
104712,13993,2,-21
112023,8072,7,-80
103289,2946,16,-70
113486,6566,7,-3
108273,5084,12,-31
102234,9742,11,-68
104004,4703,17,-65
103863,3761,15,-70
111971,8173,12,-100
111946,6038,6,-66
102861,7361,13,-39
105854,10629,9,-23
100597,5023,9,-42
105202,10634,18,-63
104698,10171,3,-55
103482,7045,9,-30
109784,4394,18,-22
105279,13332,8,-82
101743,2623,3,-49
113955,144,2,-78
